,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,15,Divock Origi,Nott'ham Forest,0.03,,Off Target,31.0,Left Foot,,Nicolás Domínguez,Pass (Live),Neco Williams,Pass (Live)
1,17,Luis Díaz,Liverpool,0.02,,Blocked,22.0,Right Foot,,Andrew Robertson,Pass (Live),Luis Díaz,Pass (Live)
2,18,Luis Díaz,Liverpool,0.02,,Blocked,9.0,Head,,Andrew Robertson,Pass (Dead),Luis Díaz,Shot
3,23,Alexis Mac Allister,Liverpool,0.22,,Off Target,10.0,Left Foot,,Harvey Elliott,Pass (Live),Andrew Robertson,Pass (Live)
4,23,Anthony Elanga,Nott'ham Forest,0.44,0.82,Saved,19.0,Left Foot,,Divock Origi,Pass (Live),Callum Hudson-Odoi,Pass (Live)
5,24,Bobby Clark,Liverpool,0.03,,Off Target,19.0,Right Foot,,Andrew Robertson,Pass (Live),Virgil van Dijk,Pass (Live)
6,26,Cody Gakpo,Liverpool,0.05,,Off Target,11.0,Left Foot,Volley,Alexis Mac Allister,Pass (Dead),Ibrahima Konaté,Pass (Live)
7,27,Bobby Clark,Liverpool,0.1,,Blocked,18.0,Right Foot,,Conor Bradley,Pass (Live),Harvey Elliott,Pass (Live)
8,27,Luis Díaz,Liverpool,0.3,,Blocked,6.0,Left Foot,,Bobby Clark,Shot,,
9,30,Luis Díaz,Liverpool,0.07,,Off Target,14.0,Right Foot,,Alexis Mac Allister,Pass (Live),Luis Díaz,Pass (Live)
10,45,Nicolás Domínguez,Nott'ham Forest,0.07,,Off Target,13.0,Left Foot,Volley,Harry Toffolo,Pass (Dead),,
11,,,,,,,,,,,,,
12,47,Nicolás Domínguez,Nott'ham Forest,0.05,,Blocked,16.0,Right Foot,,Morgan Gibbs-White,Pass (Live),Morgan Gibbs-White,Take-On
13,50,Andrew Robertson,Liverpool,0.17,,Blocked,10.0,Left Foot,,,,,
14,51,Alexis Mac Allister,Liverpool,0.02,,Blocked,19.0,Right Foot,,Joe Gomez,Pass (Live),Harvey Elliott,Pass (Live)
15,57,Harvey Elliott,Liverpool,0.02,,Blocked,18.0,Left Foot,Volley,Andrew Robertson,Pass (Dead),,
16,62,Harvey Elliott,Liverpool,0.03,,Blocked,21.0,Right Foot,,Joe Gomez,Pass (Live),Luis Díaz,Pass (Live)
17,64,Darwin Núñez,Liverpool,0.04,,Off Target,12.0,Left Foot,,Luis Díaz,Pass (Live),Wataru Endo,Pass (Live)
18,66,Anthony Elanga,Nott'ham Forest,0.23,,Off Target,13.0,Left Foot,,Harry Toffolo,Pass (Live),Taiwo Awoniyi,Pass (Live)
19,70,Cody Gakpo,Liverpool,0.07,,Off Target,16.0,Right Foot,,Darwin Núñez,Pass (Live),Alexis Mac Allister,Pass (Live)
20,73,Darwin Núñez,Liverpool,0.35,,Off Target,8.0,Head,,Alexis Mac Allister,Pass (Live),Luis Díaz,Pass (Live)
21,76,Luis Díaz,Liverpool,0.12,,Off Target,18.0,Right Foot,,Alexis Mac Allister,Pass (Live),Luis Díaz,Pass (Live)
22,81,Callum Hudson-Odoi,Nott'ham Forest,0.05,0.33,Saved,16.0,Right Foot,,Callum Hudson-Odoi,Take-On,Danilo,Pass (Live)
23,83,Dominik Szoboszlai,Liverpool,0.06,,Blocked,17.0,Right Foot,,Conor Bradley,Pass (Live),Luis Díaz,Pass (Live)
24,90,Darwin Núñez,Liverpool,0.09,,Blocked,20.0,Right Foot,,,,,
25,90+1,Luis Díaz,Liverpool,0.02,,Blocked,21.0,Right Foot,,Alexis Mac Allister,Pass (Live),Wataru Endo,Pass (Live)
26,90+2,Taiwo Awoniyi,Nott'ham Forest,0.02,,Blocked,26.0,Right Foot,,Taiwo Awoniyi,Tackle,,
27,90+5,Darwin Núñez,Liverpool,0.11,,Off Target,6.0,Head,,Kostas Tsimikas,Pass (Dead),Alexis Mac Allister,Pass (Live)
28,90+6,Morgan Gibbs-White,Nott'ham Forest,0.07,,Blocked,21.0,Right Foot,,Callum Hudson-Odoi,Pass (Live),Callum Hudson-Odoi,Take-On
29,90+9,Kostas Tsimikas,Liverpool,0.05,,Blocked,17.0,Left Foot,Volley,Kostas Tsimikas,Pass (Live),Virgil van Dijk,Pass (Live)
30,90+9,Darwin Núñez,Liverpool,0.11,0.24,Goal,8.0,Head,,Alexis Mac Allister,Pass (Live),,
