,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,3,Maxime Estève,Burnley,0.04,,Blocked,27.0,Left Foot,,Sander Berge,Pass (Live),Josh Cullen,Pass (Live)
1,4,Wilson Odobert,Burnley,0.04,,Blocked,26.0,Right Foot,,Josh Cullen,Pass (Live),Charlie Taylor,Pass (Live)
2,4,Wilson Odobert,Burnley,0.19,0.04,Saved,15.0,Right Foot,,Lorenz Assignon,Pass (Live),Jacob Bruun Larsen,Pass (Live)
3,6,Sander Berge,Burnley,0.07,,Off Target,9.0,Head,,Jacob Bruun Larsen,Pass (Dead),,
4,9,Justin Kluivert,Bournemouth,0.04,,Blocked,8.0,Right Foot,,Marcos Senesi,Pass (Live),Illia Zabarnyi,Pass (Live)
5,13,Justin Kluivert,Bournemouth,0.49,0.47,Goal,8.0,Right Foot,,Justin Kluivert,Take-On,Lewis Cook,Pass (Live)
6,23,Vitinho,Burnley,0.1,,Off Target,15.0,Left Foot,,Dara O'Shea,Pass (Live),Josh Cullen,Pass (Live)
7,24,Marcus Tavernier,Bournemouth,0.04,,Off Target,16.0,Left Foot,,Justin Kluivert,Pass (Live),Dominic Solanke,Pass (Live)
8,25,Wilson Odobert,Burnley,0.04,,Off Target,21.0,Right Foot,,Jacob Bruun Larsen,Pass (Live),Wilson Odobert,Pass (Live)
9,26,Vitinho,Burnley,0.05,,Blocked,19.0,Right Foot,,Lorenz Assignon,Pass (Live),Josh Cullen,Pass (Live)
10,35,Wilson Odobert,Burnley,0.05,,Off Target,22.0,Right Foot,,Josh Cullen,Pass (Live),Vitinho,Pass (Live)
11,40,Marcus Tavernier,Bournemouth,0.04,,Off Target,28.0,Left Foot,Free kick,Dominic Solanke,Fouled,Ryan Christie,Pass (Live)
12,41,David Datro Fofana,Burnley,0.09,0.13,Saved,17.0,Left Foot,,Wilson Odobert,Pass (Live),Josh Cullen,Pass (Dead)
13,41,Jacob Bruun Larsen,Burnley,0.08,,Blocked,17.0,Right Foot,,David Datro Fofana,Shot,,
14,45,Jacob Bruun Larsen,Burnley,0.05,0.21,Saved,22.0,Right Foot,Free kick,Josh Cullen,Fouled,Sander Berge,Pass (Live)
15,45+1,Vitinho,Burnley,0.42,,Off Target,6.0,Head,,Charlie Taylor,Pass (Live),Vitinho,Pass (Live)
16,45+3,Marcus Tavernier,Bournemouth,0.02,,Off Target,24.0,Left Foot,Volley,Marcus Tavernier,Pass (Live),Milos Kerkez,Pass (Live)
17,45+5,Wilson Odobert,Burnley,0.03,,Blocked,26.0,Left Foot,,Jacob Bruun Larsen,Pass (Live),Josh Cullen,Pass (Live)
18,,,,,,,,,,,,,
19,50,Josh Cullen,Burnley,0.02,,Blocked,28.0,Left Foot,,Wilson Odobert,Pass (Live),Jacob Bruun Larsen,Pass (Live)
20,56,Dominic Solanke,Bournemouth,0.19,0.05,Saved,12.0,Right Foot,,Justin Kluivert,Pass (Live),Marcus Tavernier,Pass (Live)
21,57,Marcus Tavernier,Bournemouth,0.11,,Off Target,6.0,Right Foot,,Antoine Semenyo,Pass (Live),Justin Kluivert,Pass (Live)
22,60,Wilson Odobert,Burnley,0.1,,Blocked,13.0,Right Foot,,Josh Cullen,Pass (Live),Wilson Odobert,Pass (Live)
23,62,Josh Cullen,Burnley,0.01,0.08,Saved,34.0,Right Foot,,Wilson Odobert,Pass (Live),Charlie Taylor,Pass (Live)
24,75,Antoine Semenyo,Bournemouth,0.07,,Off Target,16.0,Right Foot,,Dominic Solanke,Pass (Live),Antoine Semenyo,Pass (Live)
25,76,Antoine Semenyo,Bournemouth,0.07,,Off Target,16.0,Left Foot,,Lewis Cook,Pass (Live),,
26,81,Dara O'Shea,Burnley,0.04,,Off Target,6.0,Head,,Benson Manuel,Pass (Live),Wilson Odobert,Pass (Live)
27,85,Maxime Estève,Burnley,0.05,,Off Target,9.0,Head,,Wilson Odobert,Pass (Live),Benson Manuel,Pass (Live)
28,88,Antoine Semenyo,Bournemouth,0.05,0.03,Goal,17.0,Left Foot,Deflected,Lewis Cook,Pass (Live),Philip Billing,Pass (Live)
29,90+5,David Datro Fofana,Burnley,0.02,0.04,Saved,17.0,Head,,Jóhann Berg Guðmundsson,Pass (Live),Benson Manuel,Pass (Live)
30,90+6,Benson Manuel,Burnley,0.02,,Off Target,28.0,Left Foot,,Benson Manuel,Take-On,Lorenz Assignon,Pass (Live)
