,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,2,Gabriel Magalhães,Arsenal,0.33,,Off Target,8.0,Head,,Martin Ødegaard,Pass (Dead),Kai Havertz,Fouled
1,9,Julio Enciso,Brighton,0.05,,Off Target,18.0,Right Foot,,Tariq Lamptey,Pass (Live),Simon Adingra,Pass (Live)
2,10,Jakub Moder,Brighton,0.02,,Off Target,31.0,Right Foot,,Danny Welbeck,Pass (Live),Jan Paul van Hecke,Pass (Live)
3,12,Bukayo Saka,Arsenal,0.15,,Off Target,11.0,Left Foot,,Ben White,Pass (Live),Jorginho,Pass (Live)
4,13,Gabriel Jesus,Arsenal,0.1,0.37,Saved,20.0,Right Foot,,Bukayo Saka,Pass (Live),Martin Ødegaard,Pass (Live)
5,15,Gabriel Jesus,Arsenal,0.18,,Off Target,8.0,Head,,Kai Havertz,Pass (Live),Jorginho,Pass (Live)
6,16,Simon Adingra,Brighton,0.06,,Off Target,17.0,Left Foot,,Lewis Dunk,Pass (Live),Danny Welbeck,Pass (Live)
7,20,Martin Ødegaard,Arsenal,0.02,,Blocked,25.0,Left Foot,,Bukayo Saka,Pass (Live),Kai Havertz,Pass (Live)
8,21,Gabriel Magalhães,Arsenal,0.13,,Off Target,6.0,Left Foot,Volley,Bukayo Saka,Pass (Dead),Martin Ødegaard,Shot
9,33,Bukayo Saka (pen),Arsenal,0.79,0.99,Goal,13.0,Left Foot,,Gabriel Jesus,Fouled,Gabriel Magalhães,Pass (Live)
10,35,Simon Adingra,Brighton,0.06,,Blocked,18.0,Right Foot,,Pervis Estupiñán,Pass (Live),Lewis Dunk,Pass (Live)
11,44,Julio Enciso,Brighton,0.02,0.28,Saved,25.0,Right Foot,,Lewis Dunk,Pass (Live),Jan Paul van Hecke,Pass (Live)
12,44,Jan Paul van Hecke,Brighton,0.05,,Off Target,10.0,Head,,Pascal Groß,Pass (Dead),Julio Enciso,Shot
13,45+2,Kai Havertz,Arsenal,0.24,,Off Target,3.0,Left Foot,,Ben White,Pass (Dead),,
14,45+3,Bukayo Saka,Arsenal,0.04,,Blocked,8.0,Left Foot,,Gabriel Jesus,Pass (Live),Oleksandr Zinchenko,Pass (Live)
15,,,,,,,,,,,,,
16,46,Julio Enciso,Brighton,0.03,0.02,Saved,28.0,Left Foot,Deflected,,,,
17,47,Gabriel Magalhães,Arsenal,0.03,,Off Target,9.0,Head,,Declan Rice,Pass (Dead),,
18,48,Gabriel Jesus,Arsenal,0.05,,Off Target,10.0,Head,,Kai Havertz,Pass (Live),William Saliba,Pass (Live)
19,51,Pervis Estupiñán,Brighton,0.02,,Off Target,18.0,Left Foot,,,,,
20,54,Martin Ødegaard,Arsenal,0.04,0.05,Saved,15.0,Right Foot,,Kai Havertz,Pass (Live),Jorginho,Pass (Live)
21,55,Gabriel Jesus,Arsenal,0.11,,Blocked,6.0,Left Foot,,Oleksandr Zinchenko,Pass (Live),Bukayo Saka,Pass (Live)
22,57,Julio Enciso,Brighton,0.08,,Off Target,15.0,Left Foot,Volley,,,,
23,62,Kai Havertz,Arsenal,0.46,0.86,Goal,4.0,Left Foot,,Jorginho,Pass (Live),Martin Ødegaard,Pass (Live)
24,71,Leandro Trossard,Arsenal,0.02,0.26,Saved,27.0,Right Foot,,Oleksandr Zinchenko,Pass (Live),David Raya,Pass (Live)
25,71,Gabriel Magalhães,Arsenal,0.09,,Blocked,8.0,Head,,Declan Rice,Pass (Dead),Leandro Trossard,Shot
26,86,Leandro Trossard,Arsenal,0.33,0.64,Goal,15.0,Right Foot,,Kai Havertz,Pass (Live),,
27,88,Declan Rice,Arsenal,0.04,,Blocked,26.0,Right Foot,,Leandro Trossard,Pass (Live),Declan Rice,Pass (Live)
28,90,Gabriel Magalhães,Arsenal,0.11,0.12,Saved,5.0,Head,,Declan Rice,Pass (Dead),Declan Rice,Shot
29,90,Eddie Nketiah,Arsenal,0.1,,Off Target,9.0,Head,,Gabriel Martinelli,Pass (Live),Jorginho,Pass (Live)
30,90+1,João Pedro,Brighton,0.15,,Blocked,13.0,Right Foot,,Pascal Groß,Pass (Live),Pervis Estupiñán,Pass (Live)
