,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,1,Kai Havertz,Arsenal,0.02,,Blocked,15.0,Left Foot,,Kai Havertz,Pass (Live),Gabriel Martinelli,Pass (Live)
1,5,Ollie Watkins,Aston Villa,0.02,,Blocked,18.0,Right Foot,,John McGinn,Pass (Live),Ollie Watkins,Pass (Live)
2,6,Bukayo Saka,Arsenal,0.27,,Off Target,9.0,Right Foot,,Gabriel Martinelli,Pass (Live),Bukayo Saka,Pass (Live)
3,7,John McGinn,Aston Villa,0.14,0.22,Goal,9.0,Left Foot,Deflected,Leon Bailey,Pass (Live),Youri Tielemans,Pass (Live)
4,16,Bukayo Saka,Arsenal,0.07,,Blocked,13.0,Left Foot,,Kai Havertz,Pass (Live),Kai Havertz,Tackle
5,23,Lucas Digne,Aston Villa,0.05,,Blocked,29.0,Left Foot,Free kick,Youri Tielemans,Fouled,John McGinn,Pass (Live)
6,23,Douglas Luiz,Aston Villa,0.01,,Blocked,29.0,Left Foot,Volley,Lucas Digne,Shot,,
7,32,Bukayo Saka,Arsenal,0.03,0.11,Saved,15.0,Left Foot,,Martin Ødegaard,Pass (Live),Declan Rice,Pass (Live)
8,32,Ollie Watkins,Aston Villa,0.03,,Saved off Target,25.0,Right Foot,,Emiliano Martínez,Pass (Live),,
9,33,Martin Ødegaard,Arsenal,0.02,,Off Target,21.0,Left Foot,,Bukayo Saka,Pass (Live),Ben White,Pass (Live)
10,36,Gabriel Martinelli,Arsenal,0.22,,Blocked,18.0,Right Foot,,Gabriel Magalhães,Pass (Live),William Saliba,Pass (Live)
11,39,Martin Ødegaard,Arsenal,0.18,0.31,Saved,14.0,Left Foot,,Gabriel Jesus,Pass (Live),Kai Havertz,Pass (Live)
12,42,Gabriel Jesus,Arsenal,0.04,0.35,Saved,14.0,Right Foot,,Oleksandr Zinchenko,Pass (Live),Gabriel Magalhães,Pass (Dead)
13,,,,,,,,,,,,,
14,57,William Saliba,Arsenal,0.32,,Blocked,2.0,Right Foot,Volley,Declan Rice,Pass (Live),William Saliba,Pass (Live)
15,58,Martin Ødegaard,Arsenal,0.12,,Off Target,16.0,Left Foot,,Kai Havertz,Pass (Live),Oleksandr Zinchenko,Pass (Live)
16,61,Lucas Digne,Aston Villa,0.04,0.08,Saved,15.0,Left Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live)
17,68,Ollie Watkins,Aston Villa,0.15,0.07,Saved,17.0,Right Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live)
18,71,Declan Rice,Arsenal,0.07,,Blocked,25.0,Right Foot,Free kick,Martin Ødegaard,Fouled,Bukayo Saka,Pass (Live)
19,76,Matty Cash,Aston Villa,0.02,,Off Target,32.0,Right Foot,,,,,
20,90+5,John McGinn,Aston Villa,0.08,,Blocked,10.0,Left Foot,,Douglas Luiz,Pass (Live),,
21,90+5,Leander Dendoncker,Aston Villa,0.03,,Blocked,23.0,Left Foot,,Jacob Ramsey,Tackle,,
22,90+8,Eddie Nketiah,Arsenal,0.05,,Off Target,16.0,Head,,Declan Rice,Pass (Live),Martin Ødegaard,Pass (Live)
