,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,8,Steven Alzate,Brighton,0.05,,Blocked,14.0,Right Foot,,,,,
1,8,Yves Bissouma,Brighton,0.02,,Off Target,32.0,Right Foot,,Steven Alzate,Shot,,
2,27,Leandro Trossard,Brighton,0.05,,Off Target,10.0,Left Foot,,Pascal Groß,Pass (Live),Joël Veltman,Pass (Live)
3,28,Jean-Philippe Mateta,Crystal Palace,0.16,0.27,Goal,6.0,Right Foot,,Jordan Ayew,Pass (Live),Cheikhou Kouyaté,Pass (Live)
4,30,Pascal Groß,Brighton,0.04,,Off Target,21.0,Right Foot,Volley,Joël Veltman,Pass (Live),Joël Veltman,Take-On
5,34,Joël Veltman,Brighton,0.03,,Off Target,21.0,Right Foot,,Lewis Dunk,Pass (Live),Leandro Trossard,Pass (Live)
6,37,Alexis Mac Allister,Brighton,0.04,,Blocked,21.0,Right Foot,,Joël Veltman,Fouled,Alexis Mac Allister,Pass (Live)
7,,,,,,,,,,,,,
8,47,Pascal Groß,Brighton,0.07,,Blocked,8.0,Head,,Dan Burn,Pass (Live),Alexis Mac Allister,Pass (Live)
9,47,Joël Veltman,Brighton,0.04,,Off Target,17.0,Right Foot,Volley,Pascal Groß,Shot,,
10,47,Danny Welbeck,Brighton,0.45,,Off Target,9.0,Right Foot,,Joël Veltman,Shot,,
11,55,Pascal Groß,Brighton,0.03,,Off Target,28.0,Right Foot,,Leandro Trossard,Pass (Live),Neal Maupay,Pass (Live)
12,55,Joël Veltman,Brighton,0.34,0.72,Goal,12.0,Left Foot,,,,,
13,61,Neal Maupay,Brighton,0.07,,Off Target,10.0,Head,,Dan Burn,Pass (Live),Lewis Dunk,Pass (Live)
14,61,Leandro Trossard,Brighton,0.55,0.68,Saved,5.0,Left Foot,Volley,Neal Maupay,Shot,,
15,61,Leandro Trossard,Brighton,0.07,0.06,Saved,8.0,Left Foot,,Leandro Trossard,Shot,,
16,61,Danny Welbeck,Brighton,0.13,0.38,Saved,8.0,Right Foot,Deflected,Leandro Trossard,Shot,,
17,61,Alexis Mac Allister,Brighton,0.06,,Blocked,16.0,Right Foot,,Danny Welbeck,Shot,,
18,65,Danny Welbeck,Brighton,0.1,,Blocked,14.0,Left Foot,,Neal Maupay,Pass (Live),Alexis Mac Allister,Pass (Live)
19,66,Joël Veltman,Brighton,0.04,,Blocked,13.0,Right Foot,Volley,,,,
20,66,Ben White,Brighton,0.04,,Blocked,18.0,Right Foot,,Neal Maupay,Pass (Live),Joël Veltman,Shot
21,70,Adam Lallana,Brighton,0.09,,Off Target,10.0,Left Foot,,Dan Burn,Pass (Live),Leandro Trossard,Pass (Live)
22,72,Lewis Dunk,Brighton,0.07,,Off Target,10.0,Head,,Pascal Groß,Pass (Dead),Pascal Groß,Pass (Live)
23,72,Neal Maupay,Brighton,0.04,0.04,Saved,13.0,Right Foot,Deflected,Neal Maupay,Take-On,Lewis Dunk,Shot
24,75,Adam Lallana,Brighton,0.06,,Off Target,16.0,Right Foot,,Joël Veltman,Pass (Live),Joël Veltman,Interception
25,78,Christian Benteke,Crystal Palace,0.03,,Off Target,27.0,Left Foot,,Christian Benteke,Take-On,Luka Milivojević,Pass (Live)
26,89,Alireza Jahanbakhsh,Brighton,0.07,,Blocked,19.0,Right Foot,,Danny Welbeck,Pass (Live),Leandro Trossard,Pass (Live)
27,90,Danny Welbeck,Brighton,0.1,,Blocked,10.0,Right Foot,,Alireza Jahanbakhsh,Shot,,
28,90+5,Christian Benteke,Crystal Palace,0.04,0.28,Goal,12.0,Right Foot,Volley,Andros Townsend,Pass (Live),Jordan Ayew,Pass (Live)
