,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,3,Joelinton,Newcastle Utd,0.06,,Off Target,9.0,Head,,Matt Ritchie,Pass (Dead),DeAndre Yedlin,Pass (Live)
1,6,Callum Wilson,Newcastle Utd,0.05,,Off Target,14.0,Head,,Jacob Murphy,Pass (Dead),DeAndre Yedlin,Fouled
2,9,James Milner,Liverpool,0.02,,Blocked,27.0,Right Foot,,Sadio Mané,Pass (Live),Jordan Henderson,Pass (Live)
3,12,Callum Wilson,Newcastle Utd,0.14,,Blocked,5.0,Right Foot,,Callum Wilson,Take-On,Matthew Longstaff,Pass (Live)
4,16,James Milner,Liverpool,0.03,0.16,Saved,31.0,Left Foot,,James Milner,Pass (Live),Curtis Jones,Pass (Live)
5,17,DeAndre Yedlin,Newcastle Utd,0.06,,Off Target,12.0,Right Foot,,Callum Wilson,Pass (Live),Matthew Longstaff,Pass (Live)
6,33,Isaac Hayden,Newcastle Utd,0.02,,Off Target,33.0,Right Foot,,Joelinton,Pass (Live),Matt Ritchie,Pass (Live)
7,34,Mohamed Salah,Liverpool,0.4,0.91,Saved,15.0,Left Foot,,Jordan Henderson,Pass (Live),Andrew Robertson,Pass (Live)
8,40,Jacob Murphy,Newcastle Utd,0.04,0.02,Saved,21.0,Left Foot,,DeAndre Yedlin,Pass (Live),Federico Fernández,Pass (Live)
9,45+1,Roberto Firmino,Liverpool,0.05,0.08,Saved,12.0,Head,,Sadio Mané,Pass (Live),Nathaniel Phillips,Pass (Live)
10,,,,,,,,,,,,,
11,54,Sadio Mané,Liverpool,0.09,,Off Target,8.0,Head,,Trent Alexander-Arnold,Pass (Dead),,
12,66,Mohamed Salah,Liverpool,0.51,,Off Target,14.0,Left Foot,,Mohamed Salah,Take-On,Roberto Firmino,Pass (Live)
13,68,Roberto Firmino,Liverpool,0.14,,Off Target,3.0,Head,,Andrew Robertson,Pass (Dead),Mohamed Salah,Pass (Live)
14,73,Jordan Henderson,Liverpool,0.02,,Off Target,22.0,Left Foot,,Georginio Wijnaldum,Pass (Live),,
15,78,Thiago Alcántara,Liverpool,0.03,,Blocked,27.0,Right Foot,Volley,Thiago Alcántara,Pass (Live),Andrew Robertson,Pass (Live)
16,79,Ciaran Clark,Newcastle Utd,0.08,0.1,Saved,11.0,Head,,Matt Ritchie,Pass (Dead),Joelinton,Fouled
17,80,Joelinton,Newcastle Utd,0.02,,Blocked,30.0,Right Foot,,,,,
18,88,Trent Alexander-Arnold,Liverpool,0.02,,Blocked,34.0,Right Foot,,Georginio Wijnaldum,Pass (Live),Jordan Henderson,Pass (Live)
19,88,Roberto Firmino,Liverpool,0.09,0.13,Saved,8.0,Head,,Andrew Robertson,Pass (Dead),,
