,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,2,Bertrand Traoré,Aston Villa,0.02,,Blocked,21.0,Left Foot,,,,,
1,11,Bertrand Traoré,Aston Villa,0.05,0.04,Saved,23.0,Left Foot,,Anwar El Ghazi,Pass (Live),John McGinn,Pass (Live)
2,15,Dominic Calvert-Lewin,Everton,0.06,0.03,Saved,11.0,Head,,Séamus Coleman,Pass (Live),Lucas Digne,Pass (Live)
3,17,Tyrone Mings,Aston Villa,0.06,,Off Target,10.0,Head,,Douglas Luiz,Pass (Live),John McGinn,Pass (Live)
4,21,Anwar El Ghazi,Aston Villa,0.03,,Off Target,31.0,Right Foot,,John McGinn,Pass (Live),,
5,24,Matty Cash,Aston Villa,0.03,,Blocked,20.0,Right Foot,,Bertrand Traoré,Pass (Live),John McGinn,Pass (Live)
6,30,Gylfi Sigurðsson,Everton,0.05,0.12,Saved,31.0,Right Foot,Free kick,Richarlison,Fouled,Dominic Calvert-Lewin,Pass (Live)
7,35,Richarlison,Everton,0.04,,Off Target,21.0,Left Foot,,Allan,Pass (Live),Gylfi Sigurðsson,Pass (Live)
8,42,Douglas Luiz,Aston Villa,0.02,,Off Target,23.0,Right Foot,Volley,Ross Barkley,Pass (Dead),Matt Targett,Pass (Live)
9,,,,,,,,,,,,,
10,46,Abdoulaye Doucouré,Everton,0.07,,Off Target,20.0,Right Foot,,Richarlison,Pass (Live),Gylfi Sigurðsson,Pass (Live)
11,52,Ben Godfrey,Everton,0.13,0.25,Saved,6.0,Right Foot,Volley,Gylfi Sigurðsson,Pass (Dead),Séamus Coleman,Fouled
12,59,John McGinn,Aston Villa,0.11,,Blocked,9.0,Left Foot,,Anwar El Ghazi,Pass (Live),Douglas Luiz,Pass (Live)
13,61,Anwar El Ghazi,Aston Villa,0.06,0.09,Saved,29.0,Right Foot,Free kick,Keinan Davis,Fouled,Matt Targett,Pass (Live)
14,61,Bertrand Traoré,Aston Villa,0.02,,Off Target,24.0,Left Foot,,Ross Barkley,Pass (Dead),Anwar El Ghazi,Shot
15,63,Mason Holgate,Everton,0.03,0.04,Saved,12.0,Head,,Lucas Digne,Pass (Dead),Dominic Calvert-Lewin,Fouled
16,69,André Gomes,Everton,0.05,,Off Target,19.0,Left Foot,,Richarlison,Pass (Live),Allan,Pass (Live)
17,70,Jacob Ramsey,Aston Villa,0.05,,Blocked,16.0,Right Foot,,Ahmed Elmohamady,Pass (Live),Anwar El Ghazi,Pass (Live)
18,73,Anwar El Ghazi,Aston Villa,0.07,,Off Target,14.0,Left Foot,,Matt Targett,Pass (Live),Jack Grealish,Pass (Live)
19,74,Ahmed Elmohamady,Aston Villa,0.05,,Off Target,10.0,Head,,Matt Targett,Pass (Dead),Anwar El Ghazi,Shot
20,78,André Gomes,Everton,0.06,,Blocked,21.0,Right Foot,,Richarlison,Pass (Live),Mason Holgate,Pass (Live)
21,78,Abdoulaye Doucouré,Everton,0.07,,Off Target,12.0,Right Foot,Volley,Lucas Digne,Pass (Live),André Gomes,Pass (Live)
22,79,Anwar El Ghazi,Aston Villa,0.04,,Off Target,20.0,Left Foot,,Jack Grealish,Pass (Live),Matt Targett,Pass (Live)
23,87,Dominic Calvert-Lewin,Everton,0.05,0.07,Saved,7.0,Head,,Lucas Digne,Pass (Live),André Gomes,Pass (Live)
24,87,Abdoulaye Doucouré,Everton,0.07,,Off Target,15.0,Right Foot,Volley,Dominic Calvert-Lewin,Shot,,
25,87,Richarlison,Everton,0.2,,Off Target,5.0,Head,,Abdoulaye Doucouré,Shot,,
26,89,Michael Keane,Everton,0.04,,Off Target,12.0,Head,,Allan,Pass (Dead),Jordan Pickford,Pass (Dead)
27,90+1,Dominic Calvert-Lewin,Everton,0.06,,Off Target,12.0,Head,,André Gomes,Pass (Live),Allan,Pass (Live)
28,90+6,Allan,Everton,0.1,,Off Target,15.0,Right Foot,Volley,,,,
