,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,19.0,Sergio Agüero,Manchester City,0.06,,Off Target,16.0,Left Foot,Volley,Riyad Mahrez,Pass (Live),Riyad Mahrez,Interception
1,23.0,Kevin De Bruyne,Manchester City,0.08,,Woodwork,25.0,Right Foot,Free kick,Kevin De Bruyne,Fouled,Fernandinho,Pass (Live)
2,34.0,Rodri,Manchester City,0.09,,Off Target,11.0,Right Foot,,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Live)
3,41.0,Riyad Mahrez,Manchester City,0.11,0.04,Saved,10.0,Left Foot,,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Dead)
4,42.0,Kevin De Bruyne,Manchester City,0.03,,Off Target,28.0,Right Foot,,Rodri,Pass (Live),,
5,44.0,Gabriel Jesus,Manchester City,0.06,,Off Target,15.0,Right Foot,,Kevin De Bruyne,Pass (Live),Sergio Agüero,Pass (Live)
6,,,,,,,,,,,,,
7,48.0,Youri Tielemans,Leicester City,0.03,0.24,Saved,28.0,Left Foot,,Marc Albrighton,Pass (Live),Kasper Schmeichel,Pass (Live)
8,51.0,Youri Tielemans,Leicester City,0.11,,Blocked,14.0,Right Foot,,Kelechi Iheanacho,Pass (Live),Kelechi Iheanacho,Take-On
9,56.0,Sergio Agüero,Manchester City,0.06,,Blocked,12.0,Right Foot,Volley,Gabriel Jesus,Pass (Live),Kevin De Bruyne,Pass (Live)
10,58.0,Riyad Mahrez,Manchester City,0.06,0.02,Saved,14.0,Right Foot,,Kevin De Bruyne,Pass (Live),Kyle Walker,Pass (Live)
11,59.0,Benjamin Mendy,Manchester City,0.07,0.36,Goal,12.0,Right Foot,,Benjamin Mendy,Take-On,Riyad Mahrez,Shot
12,74.0,Gabriel Jesus,Manchester City,0.55,0.69,Goal,6.0,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Take-On
13,78.0,Riyad Mahrez,Manchester City,0.28,,Off Target,11.0,Left Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
14,80.0,Jonny Evans,Leicester City,0.04,,Off Target,15.0,Head,,Youri Tielemans,Pass (Dead),Wesley Fofana,Fouled
15,83.0,James Maddison,Leicester City,0.03,,Off Target,25.0,Right Foot,,Youri Tielemans,Pass (Live),Ayoze Pérez,Pass (Live)
16,86.0,James Maddison,Leicester City,0.08,0.05,Saved,15.0,Right Foot,Deflected,Ricardo Pereira,Pass (Live),Timothy Castagne,Pass (Live)
