,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,8,Ademola Lookman,Fulham,0.02,,Blocked,27.0,Right Foot,,Antonee Robinson,Pass (Live),Harrison Reed,Pass (Live)
1,16,Andre-Frank Zambo Anguissa,Fulham,0.02,,Off Target,31.0,Right Foot,,Joachim Andersen,Pass (Live),Antonee Robinson,Pass (Live)
2,18,Ademola Lookman,Fulham,0.03,0.02,Saved,30.0,Right Foot,,Antonee Robinson,Pass (Live),Tosin Adarabioyo,Pass (Live)
3,19,Ruben Loftus-Cheek,Fulham,0.03,,Off Target,19.0,Left Foot,,Ruben Loftus-Cheek,Tackle,,
4,36,Ivan Cavaleiro,Fulham,0.04,,Off Target,14.0,Left Foot,,Ademola Lookman,Pass (Live),Ruben Loftus-Cheek,Pass (Live)
5,42,Harrison Reed,Fulham,0.03,0.12,Saved,24.0,Right Foot,,Ruben Loftus-Cheek,Pass (Live),Ademola Lookman,Pass (Live)
6,45,Ruben Loftus-Cheek,Fulham,0.06,,Off Target,10.0,Head,,Ademola Lookman,Pass (Dead),Ademola Lookman,Pass (Live)
7,,,,,,,,,,,,,
8,47,Ivan Cavaleiro,Fulham,0.03,0.23,Saved,23.0,Left Foot,,Ola Aina,Pass (Live),Andre-Frank Zambo Anguissa,Pass (Live)
9,53,Ruben Loftus-Cheek,Fulham,0.44,,Blocked,9.0,Left Foot,Deflected,Ruben Loftus-Cheek,Take-On,Josh Maja,Pass (Live)
10,54,Andre-Frank Zambo Anguissa,Fulham,0.05,,Off Target,29.0,Right Foot,,Josh Maja,Pass (Live),Antonee Robinson,Pass (Live)
11,61,Ademola Lookman,Fulham,0.27,0.22,Goal,11.0,Right Foot,,Joachim Andersen,Pass (Live),Joachim Andersen,Pass (Live)
12,65,Enda Stevens,Sheffield Utd,0.35,0.34,Saved,12.0,Left Foot,,Billy Sharp,Pass (Live),Oliver McBurnie,Pass (Live)
13,66,Ethan Ampadu,Sheffield Utd,0.06,,Off Target,9.0,Right Foot,Volley,Enda Stevens,Shot,,
14,73,Ola Aina,Fulham,0.02,0.09,Saved,30.0,Right Foot,,Ruben Loftus-Cheek,Pass (Live),Ademola Lookman,Pass (Live)
15,74,Andre-Frank Zambo Anguissa,Fulham,0.03,,Off Target,25.0,Right Foot,,Ademola Lookman,Pass (Live),Ola Aina,Pass (Live)
16,88,Kean Bryan,Sheffield Utd,0.06,,Off Target,14.0,Head,,David McGoldrick,Fouled,Enda Stevens,Pass (Live)
17,88,Jayden Bogle,Sheffield Utd,0.45,0.53,Saved,4.0,Right Foot,,Kean Bryan,Shot,,
18,90+5,Ruben Loftus-Cheek,Fulham,0.06,,Blocked,15.0,Right Foot,,Ola Aina,Pass (Live),Bobby Reid,Pass (Live)
19,90+5,Mario Lemina,Fulham,0.06,,Blocked,17.0,Right Foot,,Mario Lemina,Pass (Live),Kenny Tete,Pass (Live)
