,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,3,Wilfried Zaha,Crystal Palace,0.06,,Blocked,15.0,Right Foot,,Christian Benteke,Pass (Live),James McArthur,Pass (Live)
1,8,Declan Rice,West Ham,0.03,,Off Target,28.0,Right Foot,,Pablo Fornals,Pass (Live),Aaron Cresswell,Pass (Dead)
2,14,Christian Benteke,Crystal Palace,0.11,,Off Target,6.0,Head,,Joel Ward,Pass (Live),James McArthur,Pass (Live)
3,16,Pablo Fornals,West Ham,0.05,,Off Target,13.0,Head,,Vladimír Coufal,Pass (Live),Declan Rice,Pass (Live)
4,34,Christian Benteke,Crystal Palace,0.28,0.72,Goal,9.0,Head,,Joel Ward,Pass (Live),Andros Townsend,Pass (Live)
5,38,Christian Benteke,Crystal Palace,0.07,,Off Target,10.0,Head,,Andros Townsend,Pass (Live),Wilfried Zaha,Pass (Live)
6,41,Luka Milivojević,Crystal Palace,0.03,,Off Target,25.0,Right Foot,,Luka Milivojević,Pass (Live),Eberechi Eze,Pass (Live)
7,41,Jarrod Bowen,West Ham,0.04,0.17,Saved,17.0,Left Foot,Deflected,Vladimír Coufal,Pass (Dead),,
8,43,Christian Benteke,Crystal Palace,0.49,0.45,Saved,7.0,Right Foot,,Andros Townsend,Pass (Live),Andros Townsend,Take-On
9,45+2,Christian Benteke,Crystal Palace,0.05,,Off Target,17.0,Right Foot,Volley,Patrick van Aanholt,Pass (Dead),,
10,,,,,,,,,,,,,
11,48,Aaron Cresswell,West Ham,0.04,,Off Target,31.0,Left Foot,Free kick,Jarrod Bowen,Fouled,,
12,55,Sébastien Haller,West Ham,0.1,0.76,Goal,10.0,Right Foot,Volley,Vladimír Coufal,Pass (Live),Manuel Lanzini,Pass (Live)
13,70,Jarrod Bowen,West Ham,0.03,,Off Target,29.0,Left Foot,,Manuel Lanzini,Pass (Live),,
14,77,Sébastien Haller,West Ham,0.06,,Off Target,11.0,Head,,Vladimír Coufal,Pass (Live),Vladimír Coufal,Tackle
15,90+1,Declan Rice,West Ham,0.03,,Off Target,32.0,Right Foot,,Manuel Lanzini,Pass (Live),Robert Snodgrass,Pass (Live)
16,90+3,Sébastien Haller,West Ham,0.06,,Off Target,11.0,Head,,Vladimír Coufal,Pass (Live),Andriy Yarmolenko,Pass (Live)
17,90+5,Scott Dann,Crystal Palace,0.03,,Blocked,15.0,Head,,Luka Milivojević,Pass (Dead),Luka Milivojević,Pass (Live)
