,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,4,Kelechi Iheanacho,Leicester City,0.05,,Blocked,11.0,Head,,Nampalys Mendy,Pass (Live),Demarai Gray,Pass (Live)
1,4,Marc Albrighton,Leicester City,0.06,0.03,Saved,14.0,Right Foot,,Kelechi Iheanacho,Shot,,
2,7,Sébastien Haller,West Ham,0.03,,Blocked,29.0,Right Foot,,Declan Rice,Pass (Live),Carlos Sánchez,Pass (Live)
3,8,Fabián Balbuena,West Ham,0.08,,Off Target,7.0,Head,,Manuel Lanzini,Pass (Dead),Manuel Lanzini,Pass (Live)
4,12,Demarai Gray (pen),Leicester City,0.79,0.98,Saved,13.0,Right Foot,,Kelechi Iheanacho,Fouled,Demarai Gray,Pass (Live)
5,22,Arthur Masuaku,West Ham,0.02,0.14,Saved,28.0,Left Foot,,Sébastien Haller,Pass (Live),Ryan Fredericks,Pass (Live)
6,34,Wes Morgan,Leicester City,0.38,0.76,Saved,8.0,Right Foot,,Demarai Gray,Pass (Live),Marc Albrighton,Pass (Live)
7,36,Declan Rice,West Ham,0.08,0.16,Saved,16.0,Right Foot,Volley,Felipe Anderson,Pass (Live),Pablo Fornals,Pass (Live)
8,40,Kelechi Iheanacho,Leicester City,0.43,0.77,Goal,3.0,Head,,Ayoze Pérez,Pass (Live),James Justin,Pass (Live)
9,42,Demarai Gray,Leicester City,0.06,,Off Target,13.0,Right Foot,,Kelechi Iheanacho,Pass (Live),Nampalys Mendy,Pass (Live)
10,43,Manuel Lanzini,West Ham,0.03,,Blocked,19.0,Right Foot,,Felipe Anderson,Pass (Live),Pablo Fornals,Pass (Live)
11,44,Sébastien Haller,West Ham,0.05,,Off Target,13.0,Head,,Declan Rice,Pass (Live),Arthur Masuaku,Pass (Live)
12,45,Pablo Fornals,West Ham,0.1,0.11,Goal,15.0,Right Foot,,Felipe Anderson,Pass (Live),Ryan Fredericks,Pass (Live)
13,45+4,Sébastien Haller,West Ham,0.2,,Blocked,4.0,Left Foot,Volley,Arthur Masuaku,Pass (Live),Manuel Lanzini,Pass (Dead)
14,45+4,Sébastien Haller,West Ham,0.17,,Off Target,4.0,Right Foot,,Sébastien Haller,Shot,,
15,,,,,,,,,,,,,
16,50,Christian Fuchs,Leicester City,0.09,0.14,Saved,23.0,Left Foot,Free kick,Ayoze Pérez,Fouled,Nampalys Mendy,Pass (Live)
17,56,Demarai Gray,Leicester City,0.42,0.64,Goal,13.0,Right Foot,,Ayoze Pérez,Pass (Live),Ayoze Pérez,Take-On
18,60,Fabián Balbuena,West Ham,0.04,0.08,Saved,12.0,Head,,Manuel Lanzini,Pass (Dead),Michail Antonio,Tackle
19,68,Wes Morgan,Leicester City,0.05,0.03,Saved,12.0,Right Foot,Volley,Wes Morgan,Take-On,James Maddison,Fouled
20,71,Christian Fuchs,Leicester City,0.02,,Off Target,28.0,Left Foot,Volley,James Maddison,Pass (Dead),James Maddison,Pass (Live)
21,73,Fabián Balbuena,West Ham,0.07,,Blocked,9.0,Head,,Robert Snodgrass,Pass (Dead),,
22,78,Albian Ajeti,West Ham,0.07,,Blocked,10.0,Right Foot,,Pablo Fornals,Pass (Live),Declan Rice,Pass (Live)
23,82,Michail Antonio,West Ham,0.06,,Off Target,9.0,Head,,Ryan Fredericks,Pass (Live),Pablo Fornals,Pass (Live)
24,84,James Maddison,Leicester City,0.04,0.06,Saved,32.0,Right Foot,,James Maddison,Take-On,James Maddison,Take-On
25,86,Hamza Choudhury,Leicester City,0.08,,Blocked,14.0,Right Foot,,Harvey Barnes,Pass (Live),Hamza Choudhury,Pass (Live)
26,90+2,Robert Snodgrass,West Ham,0.04,,Off Target,23.0,Right Foot,Volley,Fabián Balbuena,Pass (Live),Fabián Balbuena,Take-On
27,90+4,Harvey Barnes,Leicester City,0.06,,Blocked,18.0,Right Foot,,James Maddison,Pass (Live),James Maddison,Take-On
