,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,1,Anwar El Ghazi,Aston Villa,0.04,,Off Target,16.0,Head,,Ahmed Elmohamady,Pass (Live),Jack Grealish,Pass (Live)
1,8,João Cancelo,Manchester City,0.02,,Off Target,32.0,Right Foot,,Benjamin Mendy,Pass (Live),David Silva,Pass (Live)
2,16,Sergio Agüero,Manchester City,0.05,0.12,Saved,13.0,Right Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
3,18,Riyad Mahrez,Manchester City,0.11,0.34,Goal,11.0,Left Foot,,Riyad Mahrez,Take-On,Riyad Mahrez,Take-On
4,19,Rodri,Manchester City,0.03,,Off Target,24.0,Right Foot,,David Silva,Pass (Live),Gabriel Jesus,Pass (Live)
5,24,Riyad Mahrez,Manchester City,0.37,0.81,Goal,12.0,Left Foot,,,,,
6,26,Gabriel Jesus,Manchester City,0.11,,Off Target,13.0,Right Foot,,Benjamin Mendy,Pass (Live),David Silva,Pass (Live)
7,28,Sergio Agüero,Manchester City,0.03,0.5,Goal,24.0,Right Foot,,João Cancelo,Pass (Live),John Stones,Pass (Live)
8,35,Sergio Agüero,Manchester City,0.05,,Off Target,12.0,Right Foot,,Sergio Agüero,Pass (Live),João Cancelo,Pass (Live)
9,37,David Silva,Manchester City,0.07,,Off Target,28.0,Left Foot,Free kick,Rodri,Fouled,Kevin De Bruyne,Pass (Live)
10,41,Anwar El Ghazi,Aston Villa,0.04,,Off Target,18.0,Right Foot,,Conor Hourihane,Pass (Live),Jack Grealish,Pass (Live)
11,44,David Silva,Manchester City,0.07,,Off Target,22.0,Left Foot,Volley,Riyad Mahrez,Pass (Live),Riyad Mahrez,Take-On
12,45+1,Gabriel Jesus,Manchester City,0.3,0.21,Goal,8.0,Left Foot,,Kevin De Bruyne,Pass (Live),João Cancelo,Pass (Live)
13,,,,,,,,,,,,,
14,55,Sergio Agüero,Manchester City,0.32,,Blocked,5.0,Right Foot,Volley,Riyad Mahrez,Pass (Dead),João Cancelo,Pass (Live)
15,56,Sergio Agüero,Manchester City,0.04,0.03,Saved,20.0,Right Foot,,Kevin De Bruyne,Pass (Live),,
16,57,Sergio Agüero,Manchester City,0.5,0.93,Goal,12.0,Right Foot,Deflected,Sergio Agüero,Take-On,David Silva,Pass (Live)
17,64,David Silva,Manchester City,0.06,0.04,Saved,9.0,Left Foot,,Sergio Agüero,Pass (Live),Sergio Agüero,Take-On
18,64,Gabriel Jesus,Manchester City,0.11,,Blocked,9.0,Right Foot,,David Silva,Shot,,
19,69,Riyad Mahrez,Manchester City,0.06,,Blocked,19.0,Left Foot,,David Silva,Pass (Live),Phil Foden,Pass (Live)
20,71,João Cancelo,Manchester City,0.03,0.01,Saved,28.0,Right Foot,Deflected,Rodri,Pass (Live),Benjamin Mendy,Pass (Live)
21,73,Phil Foden,Manchester City,0.04,,Off Target,22.0,Left Foot,,David Silva,Pass (Live),Riyad Mahrez,Pass (Live)
22,78,Gabriel Jesus,Manchester City,0.05,0.16,Saved,10.0,Right Foot,,Phil Foden,Pass (Live),João Cancelo,Pass (Live)
23,78,Gabriel Jesus,Manchester City,0.09,,Off Target,9.0,Right Foot,,Riyad Mahrez,Pass (Live),Phil Foden,Pass (Live)
24,81,Sergio Agüero,Manchester City,0.3,0.57,Goal,13.0,Right Foot,,Riyad Mahrez,Pass (Live),Riyad Mahrez,Interception
25,86,Trézéguet,Aston Villa,0.08,,Blocked,11.0,Right Foot,,Trézéguet,Take-On,Trézéguet,Take-On
26,86,Anwar El Ghazi,Aston Villa,0.08,,Blocked,13.0,Right Foot,Volley,Trézéguet,Pass (Dead),Trézéguet,Shot
27,87,Anwar El Ghazi,Aston Villa,0.05,,Off Target,13.0,Head,,Ahmed Elmohamady,Pass (Live),Trézéguet,Pass (Live)
28,87,Jack Grealish,Aston Villa,0.07,,Off Target,13.0,Right Foot,,Jack Grealish,Take-On,Anwar El Ghazi,Shot
29,90+1,Anwar El Ghazi (pen),Aston Villa,0.79,1.0,Goal,13.0,Right Foot,,Trézéguet,Fouled,Trézéguet,Take-On
