,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,3,Mason Greenwood,Manchester Utd,0.07,,Blocked,11.0,Left Foot,,Nemanja Matić,Pass (Live),Bruno Fernandes,Pass (Live)
1,4,David McGoldrick,Sheffield Utd,0.03,,Blocked,20.0,Right Foot,,Oliver Norwood,Pass (Live),Chris Basham,Pass (Live)
2,7,Anthony Martial,Manchester Utd,0.48,0.9,Goal,3.0,Left Foot,,Marcus Rashford,Pass (Live),Marcus Rashford,Pass (Live)
3,12,George Baldock,Sheffield Utd,0.05,,Blocked,17.0,Left Foot,,Oliver Norwood,Pass (Live),John Fleck,Pass (Live)
4,13,Marcus Rashford,Manchester Utd,0.47,,Off Target,11.0,Left Foot,,Anthony Martial,Pass (Live),Marcus Rashford,Pass (Live)
5,18,Bruno Fernandes,Manchester Utd,0.07,0.13,Saved,24.0,Right Foot,Free kick,Luke Shaw,Fouled,Nemanja Matić,Pass (Live)
6,19,Bruno Fernandes,Manchester Utd,0.02,,Blocked,32.0,Right Foot,,Paul Pogba,Pass (Live),Victor Lindelöf,Pass (Live)
7,19,Marcus Rashford,Manchester Utd,0.11,,Off Target,14.0,Right Foot,,Paul Pogba,Pass (Live),Marcus Rashford,Pass (Live)
8,30,John Lundstram,Sheffield Utd,0.02,,Off Target,33.0,Right Foot,,David McGoldrick,Pass (Live),Jack Robinson,Pass (Live)
9,44,Anthony Martial,Manchester Utd,0.32,0.24,Goal,10.0,Right Foot,,Aaron Wan-Bissaka,Pass (Live),Paul Pogba,Pass (Live)
10,45+2,Mason Greenwood,Manchester Utd,0.03,0.04,Saved,25.0,Left Foot,,Bruno Fernandes,Pass (Live),Anthony Martial,Pass (Live)
11,,,,,,,,,,,,,
12,55,Mason Greenwood,Manchester Utd,0.07,,Blocked,17.0,Left Foot,,Paul Pogba,Pass (Live),Nemanja Matić,Pass (Live)
13,55,Mason Greenwood,Manchester Utd,0.05,,Blocked,16.0,Left Foot,,Mason Greenwood,Shot,,
14,61,Anthony Martial,Manchester Utd,0.06,,Off Target,17.0,Right Foot,,Paul Pogba,Pass (Live),Paul Pogba,Take-On
15,63,Harry Maguire,Manchester Utd,0.08,,Off Target,9.0,Head,,Luke Shaw,Pass (Live),Bruno Fernandes,Pass (Live)
16,71,Mason Greenwood,Manchester Utd,0.03,,Off Target,29.0,Right Foot,,Marcus Rashford,Pass (Live),Mason Greenwood,Pass (Live)
17,74,Anthony Martial,Manchester Utd,0.46,0.52,Goal,8.0,Right Foot,,Marcus Rashford,Pass (Live),Anthony Martial,Pass (Live)
18,82,Oliver McBurnie,Sheffield Utd,0.02,0.02,Saved,28.0,Right Foot,Deflected,Richairo Živković,Pass (Live),John Lundstram,Pass (Live)
19,89,Odion Ighalo,Manchester Utd,0.07,0.12,Saved,9.0,Left Foot,,Luke Shaw,Pass (Live),Luke Shaw,Take-On
