,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,35,Jan Bednarek,Southampton,0.43,,Off Target,2.0,Left Foot,Volley,James Ward-Prowse,Pass (Dead),Nathan Redmond,Fouled
1,39,Martin Kelly,Crystal Palace,0.03,,Off Target,24.0,Right Foot,,Wilfried Zaha,Pass (Live),Wilfried Zaha,Take-On
2,42,Jordan Ayew,Crystal Palace,0.04,,Off Target,22.0,Right Foot,,Luka Milivojević,Pass (Live),James McArthur,Pass (Live)
3,44,Pierre Højbjerg,Southampton,0.03,,Off Target,34.0,Right Foot,,Pierre Højbjerg,Take-On,Nathan Redmond,Pass (Live)
4,,,,,,,,,,,,,
5,46,Danny Ings,Southampton,0.06,,Blocked,16.0,Right Foot,,,,,
6,46,Danny Ings,Southampton,0.06,,Blocked,16.0,Right Foot,,Danny Ings,Shot,,
7,47,James Ward-Prowse,Southampton,0.03,,Blocked,23.0,Right Foot,Volley,Sofiane Boufal,Pass (Live),Ryan Bertrand,Pass (Dead)
8,50,James Tomkins,Crystal Palace,0.11,0.44,Goal,10.0,Head,,Luka Milivojević,Pass (Dead),James McArthur,Fouled
9,51,Pierre Højbjerg,Southampton,0.04,,Blocked,23.0,Right Foot,,Che Adams,Pass (Live),Che Adams,Interception
10,53,Luka Milivojević,Crystal Palace,0.02,,Off Target,34.0,Right Foot,,,,,
11,58,Danny Ings,Southampton,0.05,,Blocked,13.0,Right Foot,,,,,
12,61,Che Adams,Southampton,0.07,,Off Target,10.0,Head,,James Ward-Prowse,Pass (Dead),Sofiane Boufal,Pass (Live)
13,74,Danny Ings,Southampton,0.24,0.79,Goal,18.0,Right Foot,,,,,
14,77,Moussa Djenepo,Southampton,0.11,0.21,Saved,12.0,Right Foot,,Moussa Djenepo,Take-On,Moussa Djenepo,Take-On
15,80,Danny Ings,Southampton,0.08,0.08,Saved,6.0,Head,,James Ward-Prowse,Pass (Dead),Ryan Bertrand,Pass (Live)
16,81,Cédric Soares,Southampton,0.03,0.16,Saved,10.0,Head,,Pierre Højbjerg,Pass (Live),Moussa Djenepo,Pass (Live)
17,82,Danny Ings,Southampton,0.07,,Off Target,10.0,Head,,Moussa Djenepo,Pass (Live),James Ward-Prowse,Pass (Live)
18,87,James Ward-Prowse,Southampton,0.07,0.29,Saved,28.0,Right Foot,Free kick,Moussa Djenepo,Fouled,Pierre Højbjerg,Pass (Live)
19,90+1,James Tomkins,Crystal Palace,0.06,0.54,Saved,8.0,Head,,Luka Milivojević,Pass (Dead),,
