,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,8,Séamus Coleman,Everton,0.06,0.56,Saved,11.0,Left Foot,Volley,Gylfi Sigurðsson,Pass (Live),Djibril Sidibé,Pass (Live)
1,24,Gabriel Jesus,Manchester City,0.04,,Off Target,22.0,Right Foot,,Phil Foden,Pass (Live),Kevin De Bruyne,Pass (Live)
2,29,Riyad Mahrez,Manchester City,0.05,0.24,Saved,16.0,Left Foot,,Benjamin Mendy,Pass (Live),İlkay Gündoğan,Pass (Live)
3,29,Fernandinho,Manchester City,0.09,,Off Target,8.0,Head,,Riyad Mahrez,Pass (Dead),Riyad Mahrez,Shot
4,30,İlkay Gündoğan,Manchester City,0.02,0.03,Saved,27.0,Right Foot,,Fernandinho,Shot,,
5,36,Phil Foden,Manchester City,0.04,0.09,Saved,17.0,Left Foot,,Benjamin Mendy,Pass (Live),Kevin De Bruyne,Pass (Live)
6,39,Gabriel Jesus,Manchester City,0.09,,Off Target,13.0,Left Foot,Volley,Benjamin Mendy,Pass (Live),Phil Foden,Pass (Live)
7,42,Riyad Mahrez,Manchester City,0.07,,Off Target,15.0,Right Foot,,Gabriel Jesus,Pass (Live),João Cancelo,Pass (Live)
8,45+2,Yerry Mina,Everton,0.05,,Off Target,11.0,Head,,Gylfi Sigurðsson,Pass (Dead),Tom Davies,Pass (Live)
9,,,,,,,,,,,,,
10,46,Gabriel Jesus,Manchester City,0.07,,Saved off Target,11.0,Head,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Dead)
11,51,Gabriel Jesus,Manchester City,0.06,0.52,Goal,17.0,Right Foot,,İlkay Gündoğan,Pass (Live),Benjamin Mendy,Pass (Live)
12,53,Dominic Calvert-Lewin,Everton,0.05,,Blocked,9.0,Head,,Gylfi Sigurðsson,Pass (Dead),,
13,58,Gabriel Jesus,Manchester City,0.31,0.68,Goal,11.0,Left Foot,,Riyad Mahrez,Pass (Live),Phil Foden,Pass (Live)
14,70,Riyad Mahrez,Manchester City,0.08,,Off Target,13.0,Left Foot,Volley,Kevin De Bruyne,Pass (Dead),João Cancelo,Fouled
15,71,Theo Walcott,Everton,0.04,,Blocked,18.0,Right Foot,,,,,
16,71,Richarlison,Everton,0.72,0.91,Goal,4.0,Left Foot,,Theo Walcott,Shot,,
17,73,Gabriel Jesus,Manchester City,0.22,0.23,Saved,9.0,Head,,João Cancelo,Pass (Live),İlkay Gündoğan,Pass (Live)
18,76,Moise Kean,Everton,0.07,,Off Target,13.0,Right Foot,Volley,Djibril Sidibé,Pass (Live),Fabian Delph,Pass (Live)
19,78,Riyad Mahrez,Manchester City,0.07,,Blocked,17.0,Left Foot,,Gabriel Jesus,Pass (Live),Gabriel Jesus,Take-On
20,78,Gabriel Jesus,Manchester City,0.23,,Woodwork,12.0,Left Foot,,Riyad Mahrez,Pass (Live),İlkay Gündoğan,Pass (Live)
21,81,Gabriel Jesus,Manchester City,0.06,0.29,Saved,19.0,Right Foot,,Phil Foden,Pass (Live),Riyad Mahrez,Pass (Live)
22,81,Kevin De Bruyne,Manchester City,0.03,,Blocked,28.0,Left Foot,,João Cancelo,Pass (Live),Gabriel Jesus,Pass (Live)
23,84,Tom Davies,Everton,0.04,,Off Target,13.0,Head,,Lucas Digne,Pass (Dead),Tom Davies,Pass (Live)
