,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,10,Jannik Vestergaard,Southampton,0.08,0.1,Saved,9.0,Head,,Pierre Højbjerg,Pass (Live),James Ward-Prowse,Pass (Dead)
1,12,Che Adams,Southampton,0.05,,Woodwork,17.0,Right Foot,Volley,Sofiane Boufal,Fouled,Oriol Romeu,Pass (Live)
2,12,David McGoldrick,Sheffield Utd,0.3,0.22,Saved,18.0,Right Foot,,Oliver McBurnie,Pass (Live),John Fleck,Pass (Live)
3,13,John Fleck,Sheffield Utd,0.02,0.03,Saved,32.0,Left Foot,,Oliver Norwood,Pass (Live),David McGoldrick,Pass (Live)
4,14,Enda Stevens,Sheffield Utd,0.04,,Blocked,19.0,Left Foot,,John Fleck,Pass (Live),Jack O'Connell,Pass (Live)
5,17,John Fleck,Sheffield Utd,0.07,,Off Target,10.0,Head,,George Baldock,Pass (Live),John Lundstram,Pass (Live)
6,21,John Fleck,Sheffield Utd,0.04,,Blocked,14.0,Left Foot,,Enda Stevens,Pass (Live),Chris Basham,Pass (Live)
7,23,Cédric Soares,Southampton,0.33,,Off Target,10.0,Right Foot,,James Ward-Prowse,Pass (Live),Sofiane Boufal,Pass (Live)
8,24,Che Adams,Southampton,0.04,,Blocked,19.0,Right Foot,,Pierre Højbjerg,Pass (Live),Pierre Højbjerg,Take-On
9,26,Che Adams,Southampton,0.28,0.46,Saved,9.0,Head,,James Ward-Prowse,Pass (Live),Sofiane Boufal,Pass (Live)
10,26,David McGoldrick,Sheffield Utd,0.08,0.12,Saved,24.0,Left Foot,,David McGoldrick,Take-On,John Fleck,Pass (Live)
11,30,Jack O'Connell,Sheffield Utd,0.06,,Off Target,15.0,Left Foot,Volley,John Lundstram,Pass (Live),John Egan,Pass (Live)
12,36,David McGoldrick,Sheffield Utd,0.34,,Off Target,4.0,Right Foot,Volley,Oliver Norwood,Pass (Dead),Oliver Norwood,Fouled
13,40,David McGoldrick,Sheffield Utd,0.02,,Off Target,26.0,Right Foot,,Enda Stevens,Pass (Dead),Jack O'Connell,Pass (Live)
14,45+1,Sofiane Boufal,Southampton,0.24,0.74,Saved,18.0,Right Foot,,Moussa Djenepo,Pass (Live),Moussa Djenepo,Take-On
15,,,,,,,,,,,,,
16,61,Che Adams,Southampton,0.03,0.11,Saved,29.0,Right Foot,,Oriol Romeu,Pass (Live),Jan Bednarek,Pass (Live)
17,62,Sofiane Boufal,Southampton,0.04,,Off Target,23.0,Left Foot,,Sofiane Boufal,Take-On,Pierre Højbjerg,Pass (Live)
18,64,Moussa Djenepo,Southampton,0.06,0.03,Saved,22.0,Right Foot,,Moussa Djenepo,Take-On,Moussa Djenepo,Take-On
19,66,Jannik Vestergaard,Southampton,0.05,0.04,Saved,14.0,Head,,James Ward-Prowse,Pass (Dead),Pierre Højbjerg,Fouled
20,66,Moussa Djenepo,Southampton,0.4,0.94,Goal,14.0,Right Foot,,Moussa Djenepo,Take-On,Moussa Djenepo,Take-On
21,70,John Fleck,Sheffield Utd,0.02,,Off Target,33.0,Left Foot,,Oliver Norwood,Pass (Live),John Lundstram,Pass (Live)
22,73,Chris Basham,Sheffield Utd,0.1,,Off Target,10.0,Left Foot,,Billy Sharp,Pass (Live),Billy Sharp,Take-On
23,80,John Fleck,Sheffield Utd,0.08,,Blocked,14.0,Right Foot,,Billy Sharp,Pass (Live),George Baldock,Pass (Dead)
24,80,David McGoldrick,Sheffield Utd,0.42,0.44,Saved,9.0,Right Foot,,Billy Sharp,Pass (Live),George Baldock,Pass (Dead)
25,80,Lys Mousset,Sheffield Utd,0.02,,Off Target,16.0,Right Foot,Volley,John Fleck,Pass (Live),David McGoldrick,Shot
26,82,Lys Mousset,Sheffield Utd,0.06,,Blocked,17.0,Right Foot,,John Fleck,Pass (Live),Enda Stevens,Pass (Live)
27,83,David McGoldrick,Sheffield Utd,0.06,,Off Target,15.0,Right Foot,,George Baldock,Pass (Live),John Fleck,Pass (Live)
28,90+6,Dean Henderson,Sheffield Utd,0.06,,Blocked,10.0,Head,,Oliver Norwood,Pass (Dead),Enda Stevens,Take-On
