,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,3,James Maddison,Leicester City,0.08,,Blocked,8.0,Right Foot,,Kelechi Iheanacho,Pass (Live),James Maddison,Pass (Live)
1,4,Jamie Vardy,Leicester City,0.08,0.09,Saved,11.0,Right Foot,Volley,Kelechi Iheanacho,Pass (Live),James Maddison,Shot
2,6,Jack Grealish,Aston Villa,0.04,,Blocked,12.0,Right Foot,,Jack Grealish,Take-On,John McGinn,Pass (Live)
3,10,Jonny Evans,Leicester City,0.68,0.78,Saved,4.0,Left Foot,,Çağlar Söyüncü,Shot,,
4,10,Çağlar Söyüncü,Leicester City,0.26,,Off Target,5.0,Left Foot,,James Maddison,Pass (Dead),Dennis Praet,Fouled
5,11,Anwar El Ghazi,Aston Villa,0.42,,Woodwork,8.0,Right Foot,,Matt Targett,Pass (Live),Jack Grealish,Pass (Live)
6,15,Kelechi Iheanacho,Leicester City,0.04,,Blocked,19.0,Left Foot,,Youri Tielemans,Pass (Live),,
7,16,Youri Tielemans,Leicester City,0.03,,Blocked,17.0,Right Foot,,Kelechi Iheanacho,Pass (Live),James Maddison,Pass (Live)
8,21,Jamie Vardy,Leicester City,0.95,0.97,Goal,3.0,Left Foot,,Jamie Vardy,Take-On,Jamie Vardy,Take-On
9,24,Anwar El Ghazi,Aston Villa,0.11,,Off Target,10.0,Head,,Matt Targett,Pass (Dead),Jack Grealish,Fouled
10,24,Jamie Vardy,Leicester City,0.07,,Blocked,17.0,Right Foot,,James Maddison,Pass (Live),Kelechi Iheanacho,Pass (Live)
11,31,Wesley Moraes,Aston Villa,0.09,,Off Target,10.0,Head,,Matt Targett,Pass (Dead),Douglas Luiz,Fouled
12,35,Jonny Evans,Leicester City,0.26,,Off Target,6.0,Head,,Ricardo Pereira,Pass (Live),James Maddison,Pass (Dead)
13,40,Douglas Luiz,Aston Villa,0.05,,Blocked,22.0,Right Foot,,Jack Grealish,Pass (Live),John McGinn,Pass (Live)
14,41,Kelechi Iheanacho,Leicester City,0.19,0.45,Goal,5.0,Right Foot,,Youri Tielemans,Pass (Live),Ben Chilwell,Pass (Live)
15,45+2,Jack Grealish,Aston Villa,0.04,0.53,Goal,15.0,Right Foot,Deflected,John McGinn,Pass (Dead),Jack Grealish,Fouled
16,,,,,,,,,,,,,
17,46,Kelechi Iheanacho,Leicester City,0.04,,Off Target,22.0,Left Foot,,Youri Tielemans,Pass (Live),James Maddison,Pass (Live)
18,47,Anwar El Ghazi,Aston Villa,0.05,0.62,Saved,11.0,Right Foot,,Jack Grealish,Pass (Live),Ahmed Elmohamady,Pass (Live)
19,49,Jonny Evans,Leicester City,0.04,0.59,Goal,12.0,Head,,James Maddison,Pass (Dead),Youri Tielemans,Pass (Live)
20,54,Kelechi Iheanacho,Leicester City,0.16,,Blocked,8.0,Head,,Ben Chilwell,Pass (Dead),James Maddison,Fouled
21,61,Douglas Luiz,Aston Villa,0.05,,Off Target,24.0,Right Foot,Volley,Wesley Moraes,Pass (Live),Ahmed Elmohamady,Pass (Live)
22,65,Anwar El Ghazi,Aston Villa,0.03,,Blocked,30.0,Left Foot,,Jack Grealish,Pass (Live),Matt Targett,Pass (Live)
23,66,James Maddison,Leicester City,0.04,,Off Target,27.0,Right Foot,,Jamie Vardy,Pass (Live),James Maddison,Pass (Live)
24,68,James Maddison,Leicester City,0.11,,Woodwork,16.0,Right Foot,,Jamie Vardy,Pass (Live),Wilfred Ndidi,Pass (Live)
25,69,Youri Tielemans,Leicester City,0.06,,Off Target,10.0,Right Foot,Volley,Ben Chilwell,Pass (Live),Harvey Barnes,Pass (Live)
26,73,Harvey Barnes,Leicester City,0.36,,Off Target,13.0,Right Foot,,Ricardo Pereira,Pass (Live),Ricardo Pereira,Take-On
27,75,Ahmed Elmohamady,Aston Villa,0.04,,Off Target,9.0,Head,,Anwar El Ghazi,Pass (Dead),Anwar El Ghazi,Pass (Live)
28,75,Jamie Vardy,Leicester City,0.47,0.89,Goal,15.0,Right Foot,,Dennis Praet,Pass (Live),,
29,78,Çağlar Söyüncü,Leicester City,0.28,0.3,Saved,6.0,Head,,James Maddison,Pass (Dead),James Maddison,Fouled
30,78,Jonny Evans,Leicester City,0.2,,Off Target,6.0,Head,,Çağlar Söyüncü,Shot,,
31,79,Ahmed Elmohamady,Aston Villa,0.05,,Off Target,9.0,Head,,Anwar El Ghazi,Pass (Dead),,
32,83,Anwar El Ghazi,Aston Villa,0.09,,Off Target,13.0,Left Foot,,Wesley Moraes,Pass (Live),Trézéguet,Pass (Live)
33,85,Trézéguet,Aston Villa,0.06,,Off Target,10.0,Head,,Ahmed Elmohamady,Pass (Live),Anwar El Ghazi,Pass (Live)
34,87,Trézéguet,Aston Villa,0.06,,Blocked,11.0,Right Foot,,Frederic Guilbert,Pass (Live),Douglas Luiz,Pass (Live)
35,88,John McGinn,Aston Villa,0.02,,Off Target,32.0,Left Foot,,Ahmed Elmohamady,Pass (Live),Douglas Luiz,Tackle
36,90+2,Ricardo Pereira,Leicester City,0.06,,Blocked,15.0,Right Foot,,James Maddison,Pass (Live),Ricardo Pereira,Pass (Live)
37,90+3,Harvey Barnes,Leicester City,0.36,0.37,Saved,13.0,Right Foot,,Marc Albrighton,Pass (Live),Marc Albrighton,Take-On
38,90+3,Harvey Barnes,Leicester City,0.06,,Blocked,15.0,Left Foot,,Harvey Barnes,Shot,,
