,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,7,Gary Cahill,Crystal Palace,0.06,0.41,Saved,10.0,Head,,James McCarthy,Pass (Dead),,
1,7,Cheikhou Kouyaté,Crystal Palace,0.13,,Off Target,9.0,Left Foot,Volley,Scott Dann,Pass (Live),Gary Cahill,Shot
2,15,Jordan Ayew,Crystal Palace,0.03,0.04,Saved,25.0,Left Foot,Deflected,Joel Ward,Pass (Live),Scott Dann,Pass (Live)
3,15,Christian Benteke,Crystal Palace,0.05,,Blocked,19.0,Right Foot,,,,,
4,16,Scott Dann,Crystal Palace,0.08,0.21,Saved,8.0,Head,,Patrick van Aanholt,Pass (Dead),Christian Benteke,Shot
5,18,Joelinton,Newcastle Utd,0.02,0.26,Saved,30.0,Right Foot,,Allan Saint-Maximin,Pass (Live),Sean Longstaff,Pass (Live)
6,21,Christian Benteke,Crystal Palace,0.4,,Off Target,5.0,Head,,Patrick van Aanholt,Pass (Dead),Jordan Ayew,Fouled
7,23,Allan Saint-Maximin,Newcastle Utd,0.03,,Blocked,22.0,Right Foot,,Sean Longstaff,Pass (Live),Miguel Almirón,Pass (Live)
8,26,James McCarthy,Crystal Palace,0.03,,Blocked,28.0,Right Foot,,Jordan Ayew,Take-On,James McArthur,Pass (Live)
9,30,Jordan Ayew,Crystal Palace,0.06,0.21,Saved,17.0,Right Foot,Volley,Joel Ward,Pass (Live),James McCarthy,Pass (Live)
10,32,Jordan Ayew,Crystal Palace,0.04,0.21,Saved,15.0,Head,,Patrick van Aanholt,Pass (Dead),Wilfried Zaha,Fouled
11,36,Nabil Bentaleb,Newcastle Utd,0.03,,Off Target,26.0,Left Foot,,Allan Saint-Maximin,Pass (Live),Sean Longstaff,Pass (Live)
12,41,Allan Saint-Maximin,Newcastle Utd,0.02,,Blocked,26.0,Right Foot,,Sean Longstaff,Pass (Live),,
13,41,Jordan Ayew,Crystal Palace,0.03,,Off Target,21.0,Right Foot,,Cheikhou Kouyaté,Pass (Live),,
14,42,Sean Longstaff,Newcastle Utd,0.04,,Off Target,19.0,Left Foot,,Valentino Lazaro,Pass (Live),Sean Longstaff,Pass (Live)
15,45,Patrick van Aanholt,Crystal Palace,0.07,0.49,Goal,28.0,Left Foot,Free kick,Jordan Ayew,Fouled,Christian Benteke,Pass (Live)
16,,,,,,,,,,,,,
17,48,Jordan Ayew,Crystal Palace,0.12,,Woodwork,11.0,Right Foot,,Patrick van Aanholt,Pass (Live),Wilfried Zaha,Pass (Live)
18,50,Gary Cahill,Crystal Palace,0.12,,Off Target,6.0,Head,,Patrick van Aanholt,Pass (Dead),Jordan Ayew,Fouled
19,55,Christian Benteke,Crystal Palace,0.07,0.15,Saved,25.0,Right Foot,,Christian Benteke,Take-On,James McArthur,Pass (Live)
20,57,Allan Saint-Maximin,Newcastle Utd,0.03,,Off Target,34.0,Right Foot,,Allan Saint-Maximin,Take-On,Allan Saint-Maximin,Take-On
21,69,Fabian Schär,Newcastle Utd,0.03,0.04,Saved,29.0,Right Foot,Deflected,Miguel Almirón,Pass (Live),Allan Saint-Maximin,Pass (Live)
22,70,Jamaal Lascelles,Newcastle Utd,0.04,,Blocked,8.0,Head,,Valentino Lazaro,Pass (Dead),Fabian Schär,Shot
23,72,Jordan Ayew,Crystal Palace,0.06,0.18,Saved,16.0,Right Foot,,Wilfried Zaha,Pass (Live),Wilfried Zaha,Take-On
24,74,Jordan Ayew,Crystal Palace,0.14,0.06,Saved,5.0,Right Foot,Volley,Patrick van Aanholt,Pass (Dead),James McCarthy,Pass (Live)
25,81,Wilfried Zaha,Crystal Palace,0.03,,Off Target,23.0,Right Foot,,James McCarthy,Pass (Live),James McArthur,Pass (Live)
26,90+7,Patrick van Aanholt,Crystal Palace,0.06,,Off Target,32.0,Left Foot,Free kick,Wilfried Zaha,Fouled,Jordan Ayew,Pass (Live)
