,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,5,John Lundstram,Sheffield Utd,0.03,,Blocked,26.0,Left Foot,,Billy Sharp,Pass (Live),Billy Sharp,Take-On
1,5,Enda Stevens,Sheffield Utd,0.03,0.12,Saved,19.0,Left Foot,Deflected,Billy Sharp,Pass (Live),John Lundstram,Pass (Live)
2,14,Oliver McBurnie,Sheffield Utd,0.05,,Off Target,17.0,Right Foot,,Billy Sharp,Pass (Live),John Fleck,Pass (Live)
3,15,Isaac Hayden,Newcastle Utd,0.04,,Blocked,25.0,Right Foot,,Allan Saint-Maximin,Pass (Live),,
4,15,Allan Saint-Maximin,Newcastle Utd,0.08,0.41,Goal,9.0,Head,,Javier Manquillo,Pass (Live),Andy Carroll,Pass (Live)
5,19,Oliver McBurnie,Sheffield Utd,0.3,0.32,Saved,8.0,Head,,Chris Basham,Pass (Live),Oliver Norwood,Pass (Live)
6,28,Billy Sharp,Sheffield Utd,0.1,,Off Target,9.0,Left Foot,,Enda Stevens,Pass (Live),John Egan,Pass (Live)
7,31,John Egan,Sheffield Utd,0.05,0.06,Saved,14.0,Head,,John Fleck,Pass (Dead),Billy Sharp,Fouled
8,45+2,Oliver Norwood,Sheffield Utd,0.15,0.44,Saved,21.0,Right Foot,Free kick,John Fleck,Fouled,George Baldock,Pass (Live)
9,,,,,,,,,,,,,
10,53,Oliver McBurnie,Sheffield Utd,0.05,0.24,Saved,12.0,Head,,George Baldock,Pass (Live),Oliver Norwood,Pass (Live)
11,53,Jack O'Connell,Sheffield Utd,0.16,0.28,Saved,5.0,Right Foot,,Oliver McBurnie,Shot,,
12,55,John Fleck,Sheffield Utd,0.06,,Blocked,16.0,Left Foot,Volley,Enda Stevens,Pass (Live),George Baldock,Pass (Live)
13,68,John Egan,Sheffield Utd,0.04,,Off Target,18.0,Right Foot,Volley,Lys Mousset,Pass (Live),John Lundstram,Pass (Live)
14,70,Jonjo Shelvey,Newcastle Utd,0.32,0.75,Goal,17.0,Right Foot,,Andy Carroll,Pass (Live),Paul Dummett,Pass (Live)
15,80,David McGoldrick,Sheffield Utd,0.08,,Off Target,9.0,Right Foot,Volley,Luke Freeman,Pass (Live),John Egan,Pass (Live)
16,83,Jonjo Shelvey,Newcastle Utd,0.04,0.1,Saved,34.0,Right Foot,Free kick,Christian Atsu,Fouled,Federico Fernández,Pass (Dead)
17,85,Miguel Almirón,Newcastle Utd,0.03,0.06,Saved,25.0,Left Foot,,Jonjo Shelvey,Pass (Live),Isaac Hayden,Pass (Live)
18,87,Lys Mousset,Sheffield Utd,0.04,,Blocked,23.0,Left Foot,,George Baldock,Pass (Live),George Baldock,Take-On
19,89,Christian Atsu,Newcastle Utd,0.04,,Off Target,18.0,Left Foot,,Jonjo Shelvey,Pass (Live),Jetro Willems,Pass (Live)
