,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,4.0,Diego Rico,Bournemouth,0.02,,Off Target,23.0,Left Foot,Volley,Diego Rico,Pass (Live),Ryan Fraser,Pass (Dead)
1,12.0,Philip Billing,Bournemouth,0.04,,Off Target,18.0,Left Foot,,Philip Billing,Pass (Live),Adam Smith,Pass (Live)
2,16.0,Kenny McLean,Norwich City,0.03,,Blocked,10.0,Head,,Emi Buendía,Pass (Dead),Jamal Lewis,Pass (Live)
3,21.0,Dominic Solanke,Bournemouth,0.35,0.29,Saved,8.0,Left Foot,,Callum Wilson,Pass (Live),Diego Rico,Pass (Live)
4,23.0,Callum Wilson,Bournemouth,0.03,,Off Target,25.0,Right Foot,,Adam Smith,Pass (Live),,
5,30.0,Harry Wilson,Bournemouth,0.06,,Blocked,29.0,Left Foot,Free kick,Harry Wilson,Fouled,Philip Billing,Pass (Live)
6,,,,,,,,,,,,,
7,55.0,Kenny McLean,Norwich City,0.02,,Blocked,32.0,Left Foot,,Moritz Leitner,Pass (Live),Emi Buendía,Pass (Live)
8,56.0,Ibrahim Amadou,Norwich City,0.09,,Off Target,8.0,Head,,Emi Buendía,Pass (Live),Moritz Leitner,Pass (Live)
9,57.0,Callum Wilson,Bournemouth,0.07,,Off Target,10.0,Left Foot,Volley,Diego Rico,Pass (Live),Harry Wilson,Pass (Live)
10,62.0,Kenny McLean,Norwich City,0.03,,Blocked,26.0,Left Foot,,Teemu Pukki,Pass (Live),Todd Cantwell,Pass (Live)
11,65.0,Moritz Leitner,Norwich City,0.03,,Off Target,25.0,Right Foot,,Max Aarons,Pass (Live),Moritz Leitner,Pass (Live)
12,66.0,Teemu Pukki,Norwich City,0.03,0.15,Saved,24.0,Right Foot,,Emi Buendía,Pass (Live),Emi Buendía,Take-On
13,71.0,Kenny McLean,Norwich City,0.07,,Off Target,16.0,Left Foot,,Todd Cantwell,Pass (Live),Kenny McLean,Pass (Live)
14,72.0,Kenny McLean,Norwich City,0.03,,Off Target,28.0,Left Foot,,Moritz Leitner,Pass (Live),Emi Buendía,Pass (Live)
15,76.0,Arnaut Danjuma,Bournemouth,0.04,0.05,Saved,17.0,Right Foot,,Joshua King,Pass (Live),Diego Rico,Pass (Live)
16,79.0,Teemu Pukki,Norwich City,0.03,,Off Target,22.0,Right Foot,,Kenny McLean,Pass (Live),Jamal Lewis,Pass (Dead)
17,80.0,Arnaut Danjuma,Bournemouth,0.02,,Blocked,30.0,Right Foot,,Joshua King,Pass (Live),Aaron Ramsdale,Pass (Dead)
18,83.0,Tom Trybull,Norwich City,0.03,,Off Target,30.0,Right Foot,,Emi Buendía,Pass (Live),Onel Hernández,Pass (Live)
19,85.0,Arnaut Danjuma,Bournemouth,0.02,,Off Target,23.0,Right Foot,Volley,Ryan Fraser,Fouled,Adam Smith,Pass (Live)
20,89.0,Philip Billing,Bournemouth,0.03,,Blocked,31.0,Left Foot,,Lewis Cook,Pass (Live),Philip Billing,Pass (Live)
21,89.0,Nathan Aké,Bournemouth,0.04,,Off Target,11.0,Head,,Diego Rico,Pass (Dead),Philip Billing,Shot
