,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,9,İlkay Gündoğan,Manchester City,0.08,0.08,Saved,8.0,Head,,João Cancelo,Pass (Live),Aymeric Laporte,Pass (Live)
1,12,Rodri,Manchester City,0.05,0.04,Saved,14.0,Head,,Kevin De Bruyne,Pass (Live),Jack Grealish,Pass (Dead)
2,14,Kevin De Bruyne,Manchester City,0.05,,Off Target,20.0,Left Foot,,,,,
3,16,Bernardo Silva,Manchester City,0.09,0.19,Saved,14.0,Left Foot,,Kevin De Bruyne,Pass (Live),Rodri,Pass (Live)
4,18,Rodri,Manchester City,0.2,,Off Target,9.0,Head,,Kevin De Bruyne,Pass (Live),Manuel Akanji,Pass (Live)
5,24,Harvey Barnes,Leicester City,0.05,0.04,Saved,12.0,Left Foot,,Jamie Vardy,Pass (Live),Youri Tielemans,Pass (Live)
6,26,Kevin De Bruyne,Manchester City,0.04,,Blocked,30.0,Right Foot,,Jack Grealish,Pass (Live),İlkay Gündoğan,Pass (Live)
7,28,Kevin De Bruyne,Manchester City,0.05,0.05,Saved,26.0,Left Foot,,Rodri,Pass (Live),Kevin De Bruyne,Pass (Live)
8,32,Manuel Akanji,Manchester City,0.04,,Blocked,32.0,Right Foot,,Aymeric Laporte,Pass (Live),Julián Álvarez,Pass (Live)
9,36,Harvey Barnes,Leicester City,0.02,,Off Target,19.0,Right Foot,,James Justin,Pass (Live),James Maddison,Pass (Live)
10,38,Aymeric Laporte,Manchester City,0.02,,Off Target,13.0,Head,,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Pass (Live)
11,45+1,Manuel Akanji,Manchester City,0.16,,Off Target,9.0,Head,,Jack Grealish,Pass (Dead),Kevin De Bruyne,Pass (Live)
12,,,,,,,,,,,,,
13,46,Rodri,Manchester City,0.15,,Off Target,18.0,Right Foot,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
14,49,Kevin De Bruyne,Manchester City,0.03,0.29,Goal,30.0,Right Foot,Free kick,Jack Grealish,Fouled,Rodri,Pass (Live)
15,52,João Cancelo,Manchester City,0.02,,Blocked,29.0,Right Foot,,Jack Grealish,Pass (Live),Manuel Akanji,Pass (Live)
16,53,Youri Tielemans,Leicester City,0.02,0.07,Saved,26.0,Right Foot,Volley,James Maddison,Pass (Dead),,
17,53,Daniel Amartey,Leicester City,0.0,0.07,Saved,14.0,Head,,Youri Tielemans,Shot,,
18,55,Kevin De Bruyne,Manchester City,0.04,,Blocked,26.0,Left Foot,,İlkay Gündoğan,Pass (Live),Julián Álvarez,Pass (Live)
19,75,Patson Daka,Leicester City,0.05,,Blocked,14.0,Left Foot,,Harvey Barnes,Fouled,,
20,77,Kelechi Iheanacho,Leicester City,0.18,,Off Target,18.0,Left Foot,,James Maddison,Pass (Live),Youri Tielemans,Pass (Live)
21,81,James Justin,Leicester City,0.05,,Off Target,22.0,Right Foot,,James Maddison,Pass (Live),Kelechi Iheanacho,Pass (Live)
22,83,Timothy Castagne,Leicester City,0.19,,Off Target,7.0,Other,,James Maddison,Pass (Dead),Youri Tielemans,Fouled
23,86,Patson Daka,Leicester City,0.1,0.06,Saved,15.0,Head,,Kelechi Iheanacho,Pass (Live),Youri Tielemans,Pass (Live)
24,87,João Cancelo,Manchester City,0.02,,Off Target,34.0,Right Foot,,İlkay Gündoğan,Pass (Live),Kevin De Bruyne,Pass (Live)
25,88,Kelechi Iheanacho,Leicester City,0.05,0.16,Saved,16.0,Left Foot,,James Maddison,Tackle,,
