,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,2,Alexander Isak,Newcastle Utd,0.07,0.13,Saved,10.0,Left Foot,,Allan Saint-Maximin,Pass (Live),Elliot Anderson,Pass (Live)
1,3,Miguel Almirón,Newcastle Utd,0.05,,Blocked,21.0,Left Foot,,Alexander Isak,Shot,,
2,5,Trevoh Chalobah,Chelsea,0.1,,Off Target,9.0,Right Foot,Volley,Lewis Hall,Pass (Dead),Noni Madueke,Pass (Live)
3,9,Anthony Gordon,Newcastle Utd,0.45,0.64,Goal,6.0,Right Foot,,Elliot Anderson,Pass (Live),Allan Saint-Maximin,Pass (Live)
4,11,Miguel Almirón,Newcastle Utd,0.04,0.09,Saved,18.0,Left Foot,,Allan Saint-Maximin,Pass (Live),Elliot Anderson,Pass (Live)
5,11,Alexander Isak,Newcastle Utd,0.04,,Off Target,22.0,Right Foot,,Allan Saint-Maximin,Pass (Live),Allan Saint-Maximin,Pass (Live)
6,13,Thiago Silva,Chelsea,0.25,,Blocked,4.0,Head,,Lewis Hall,Pass (Dead),Noni Madueke,Take-On
7,16,Noni Madueke,Chelsea,0.06,,Blocked,11.0,Left Foot,Volley,Enzo Fernández,Pass (Dead),Thiago Silva,Shot
8,21,César Azpilicueta,Chelsea,0.04,,Blocked,14.0,Right Foot,,Noni Madueke,Pass (Live),César Azpilicueta,Pass (Live)
9,22,Alexander Isak,Newcastle Utd,0.14,,Blocked,16.0,Left Foot,,Allan Saint-Maximin,Pass (Live),Fabian Schär,Pass (Live)
10,27,Raheem Sterling,Chelsea,0.2,,Off Target,9.0,Left Foot,,Raheem Sterling,Take-On,Enzo Fernández,Pass (Dead)
11,32,Miguel Almirón,Newcastle Utd,0.09,,Off Target,20.0,Left Foot,,Anthony Gordon,Pass (Live),Bruno Guimarães,Pass (Live)
12,36,Allan Saint-Maximin,Newcastle Utd,0.08,,Blocked,15.0,Right Foot,,Alexander Isak,Pass (Live),Elliot Anderson,Pass (Live)
13,37,Miguel Almirón,Newcastle Utd,0.14,,Off Target,13.0,Left Foot,,Allan Saint-Maximin,Pass (Live),Alexander Isak,Pass (Live)
14,39,Conor Gallagher,Chelsea,0.04,,Blocked,26.0,Right Foot,,Kai Havertz,Pass (Live),Ruben Loftus-Cheek,Pass (Live)
15,42,Noni Madueke,Chelsea,0.02,0.08,Saved,26.0,Left Foot,,Kai Havertz,Pass (Live),César Azpilicueta,Pass (Live)
16,44,Miguel Almirón,Newcastle Utd,0.5,0.34,Saved,15.0,Left Foot,,Allan Saint-Maximin,Pass (Live),Allan Saint-Maximin,Take-On
17,45+1,Raheem Sterling,Chelsea,0.21,,Blocked,4.0,Left Foot,Volley,Ruben Loftus-Cheek,Pass (Live),Enzo Fernández,Pass (Live)
18,45+1,Enzo Fernández,Chelsea,0.04,0.16,Saved,29.0,Right Foot,,Ruben Loftus-Cheek,Pass (Live),Raheem Sterling,Shot
19,45+2,Elliot Anderson,Newcastle Utd,0.05,,Blocked,28.0,Right Foot,,Bruno Guimarães,Pass (Live),,
20,,,,,,,,,,,,,
21,49,Kieran Trippier,Newcastle Utd,0.04,,Off Target,19.0,Right Foot,,Elliot Anderson,Pass (Live),Allan Saint-Maximin,Pass (Live)
22,54,Noni Madueke,Chelsea,0.05,,Off Target,18.0,Left Foot,,Ruben Loftus-Cheek,Pass (Live),Enzo Fernández,Pass (Live)
23,61,Enzo Fernández,Chelsea,0.02,,Blocked,34.0,Right Foot,,Conor Gallagher,Pass (Live),Noni Madueke,Pass (Live)
24,62,Raheem Sterling,Chelsea,0.02,0.03,Saved,30.0,Right Foot,,Enzo Fernández,Pass (Live),Carney Chukwuemeka,Pass (Live)
25,65,Lewis Hall,Chelsea,0.05,,Off Target,16.0,Right Foot,,Noni Madueke,Pass (Live),Conor Gallagher,Pass (Live)
26,69,Raheem Sterling,Chelsea,0.1,,Off Target,11.0,Left Foot,,Carney Chukwuemeka,Pass (Live),Conor Gallagher,Pass (Live)
27,71,João Félix,Chelsea,0.09,,Blocked,25.0,Right Foot,,João Félix,Take-On,Carney Chukwuemeka,Pass (Live)
28,75,João Félix,Chelsea,0.05,,Blocked,21.0,Right Foot,,Carney Chukwuemeka,Pass (Live),Mateo Kovačić,Pass (Live)
29,75,Enzo Fernández,Chelsea,0.01,,Off Target,37.0,Right Foot,,João Félix,Shot,,
30,78,Raheem Sterling,Chelsea,0.16,,Blocked,15.0,Right Foot,,Carney Chukwuemeka,Pass (Live),Noni Madueke,Pass (Live)
31,80,Lewis Miley,Newcastle Utd,0.07,,Woodwork,20.0,Right Foot,,Miguel Almirón,Pass (Live),Lewis Miley,Pass (Live)
32,85,João Félix,Chelsea,0.17,,Off Target,4.0,Right Foot,,Carney Chukwuemeka,Pass (Live),Noni Madueke,Pass (Live)
33,90,Christian Pulisic,Chelsea,0.27,0.53,Saved,13.0,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Tackle
34,90+2,João Félix,Chelsea,0.07,,Off Target,27.0,Right Foot,Free kick,João Félix,Fouled,Christian Pulisic,Shot
35,90+3,João Félix,Chelsea,0.24,,Off Target,10.0,Head,,Lewis Hall,Pass (Live),Christian Pulisic,Pass (Live)
