,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,17,Theo Walcott,Southampton,0.03,,Off Target,17.0,Left Foot,Volley,Kyle Walker-Peters,Pass (Live),Roméo Lavia,Pass (Live)
1,25,Nayef Aguerd,West Ham,0.09,0.3,Goal,13.0,Head,,Thilo Kehrer,Pass (Dead),Jarrod Bowen,Fouled
2,30,Romain Perraud,Southampton,0.05,0.35,Saved,15.0,Left Foot,,Romain Perraud,Pass (Live),Roméo Lavia,Pass (Live)
3,31,Romain Perraud,Southampton,0.02,,Blocked,31.0,Left Foot,,Stuart Armstrong,Pass (Live),Roméo Lavia,Pass (Dead)
4,38,Saïd Benrahma,West Ham,0.06,,Off Target,24.0,Right Foot,,Thilo Kehrer,Pass (Live),Jarrod Bowen,Pass (Live)
5,43,Stuart Armstrong,Southampton,0.02,,Blocked,30.0,Left Foot,,Mohamed Elyounoussi,Take-On,Duje Ćaleta-Car,Pass (Live)
6,45+2,Jarrod Bowen,West Ham,0.1,,Woodwork,16.0,Right Foot,,Saïd Benrahma,Pass (Live),Declan Rice,Pass (Live)
7,,,,,,,,,,,,,
8,56,Jarrod Bowen,West Ham,0.05,,Off Target,13.0,Left Foot,,Danny Ings,Take-On,Jarrod Bowen,Pass (Live)
9,57,Kamaldeen Sulemana,Southampton,0.03,,Off Target,19.0,Right Foot,,Kamaldeen Sulemana,Tackle,,
10,63,Roméo Lavia,Southampton,0.02,0.1,Saved,23.0,Right Foot,,Roméo Lavia,Pass (Live),Roméo Lavia,Take-On
11,64,Carlos Alcaraz,Southampton,0.03,0.2,Saved,27.0,Right Foot,,Carlos Alcaraz,Tackle,,
12,65,Jarrod Bowen,West Ham,0.21,,Blocked,17.0,Left Foot,,Jarrod Bowen,Take-On,,
13,70,Flynn Downes,West Ham,0.1,,Off Target,8.0,Head,,Emerson Palmieri,Pass (Dead),Nayef Aguerd,Pass (Live)
14,70,Jarrod Bowen,West Ham,0.04,,Blocked,22.0,Left Foot,Volley,Flynn Downes,Shot,,
15,75,Saïd Benrahma,West Ham,0.04,0.09,Saved,29.0,Right Foot,Free kick,Emerson Palmieri,Fouled,Lucas Paquetá,Pass (Live)
16,76,Kurt Zouma,West Ham,0.13,,Off Target,8.0,Head,,Emerson Palmieri,Pass (Live),Saïd Benrahma,Pass (Live)
17,82,Nayef Aguerd,West Ham,0.13,,Off Target,8.0,Head,,Saïd Benrahma,Pass (Dead),Flynn Downes,Pass (Live)
18,82,Lucas Paquetá,West Ham,0.27,,Off Target,5.0,Left Foot,,Nayef Aguerd,Shot,,
19,86,Paul Onuachu,Southampton,0.05,,Woodwork,13.0,Head,,James Ward-Prowse,Pass (Live),Kamaldeen Sulemana,Pass (Live)
20,86,Kyle Walker-Peters,Southampton,0.06,,Off Target,14.0,Left Foot,,Paul Onuachu,Shot,,
21,89,Michail Antonio,West Ham,0.19,,Blocked,6.0,Right Foot,Volley,,,,
