,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,7,Mohamed Salah,Liverpool,0.03,,Blocked,21.0,Left Foot,,Cody Gakpo,Pass (Live),Jordan Henderson,Pass (Live)
1,7,Cody Gakpo,Liverpool,0.05,,Blocked,15.0,Right Foot,,Mohamed Salah,Shot,,
2,8,Virgil van Dijk,Liverpool,0.06,,Blocked,10.0,Head,,Trent Alexander-Arnold,Pass (Dead),Cody Gakpo,Shot
3,12,Lucas Paquetá,West Ham,0.03,0.07,Goal,27.0,Right Foot,Deflected,Michail Antonio,Pass (Live),Lucas Paquetá,Pass (Live)
4,18,Cody Gakpo,Liverpool,0.03,0.49,Goal,31.0,Right Foot,,Trent Alexander-Arnold,Pass (Live),Andrew Robertson,Pass (Live)
5,19,Saïd Benrahma,West Ham,0.03,,Off Target,15.0,Right Foot,,Saïd Benrahma,Take-On,Declan Rice,Pass (Live)
6,23,Mohamed Salah,Liverpool,0.03,,Blocked,22.0,Left Foot,,Curtis Jones,Pass (Live),Diogo Jota,Pass (Live)
7,27,Diogo Jota,Liverpool,0.13,,Off Target,14.0,Right Foot,Volley,,,,
8,32,Fabinho,Liverpool,0.02,,Off Target,32.0,Right Foot,,Curtis Jones,Pass (Live),Andrew Robertson,Pass (Live)
9,36,Virgil van Dijk,Liverpool,0.07,,Off Target,8.0,Other,,Andrew Robertson,Pass (Dead),,
10,39,Diogo Jota,Liverpool,0.61,,Off Target,5.0,Head,,Jordan Henderson,Pass (Live),Mohamed Salah,Pass (Live)
11,42,Michail Antonio,West Ham,0.45,,Off Target,3.0,Head,,,,,
12,43,Curtis Jones,Liverpool,0.07,,Off Target,9.0,Head,,Jordan Henderson,Pass (Live),Mohamed Salah,Pass (Live)
13,43,Fabinho,Liverpool,0.04,0.14,Saved,28.0,Right Foot,,,,,
14,45+2,Lucas Paquetá,West Ham,0.06,,Blocked,22.0,Left Foot,,Saïd Benrahma,Pass (Live),Saïd Benrahma,Take-On
15,,,,,,,,,,,,,
16,58,Mohamed Salah,Liverpool,0.05,,Blocked,21.0,Left Foot,,Cody Gakpo,Pass (Live),Joël Matip,Pass (Live)
17,58,Trent Alexander-Arnold,Liverpool,0.02,,Off Target,33.0,Right Foot,Volley,Mohamed Salah,Shot,,
18,63,Luis Díaz,Liverpool,0.03,,Off Target,19.0,Right Foot,,Curtis Jones,Pass (Live),Trent Alexander-Arnold,Pass (Live)
19,64,Trent Alexander-Arnold,Liverpool,0.06,,Off Target,23.0,Right Foot,,Fabinho,Pass (Live),Thiago Alcántara,Pass (Live)
20,66,Joël Matip,Liverpool,0.25,,Off Target,5.0,Head,,Andrew Robertson,Pass (Dead),,
21,66,Joël Matip,Liverpool,0.38,0.22,Saved,6.0,Right Foot,,Joël Matip,Shot,,
22,66,Luis Díaz,Liverpool,0.05,,Blocked,11.0,Right Foot,Volley,Joël Matip,Shot,,
23,67,Joël Matip,Liverpool,0.13,0.18,Goal,8.0,Head,,Andrew Robertson,Pass (Dead),Luis Díaz,Shot
24,73,Thiago Alcántara,Liverpool,0.02,,Blocked,14.0,Right Foot,Volley,Mohamed Salah,Pass (Live),Luis Díaz,Pass (Live)
25,79,Maxwel Cornet,West Ham,0.08,,Off Target,18.0,Left Foot,,Declan Rice,Pass (Live),Nayef Aguerd,Pass (Live)
26,84,Tomáš Souček,West Ham,0.09,,Off Target,9.0,Head,,Aaron Cresswell,Pass (Dead),Maxwel Cornet,Pass (Live)
27,86,Jarrod Bowen,West Ham,0.07,0.04,Saved,15.0,Left Foot,,Lucas Paquetá,Pass (Live),Declan Rice,Pass (Dead)
