,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,2,Julio Enciso,Brighton,0.05,,Blocked,23.0,Left Foot,,Alexis Mac Allister,Pass (Live),Julio Enciso,Pass (Live)
1,8,Kaoru Mitoma,Brighton,0.16,,Off Target,17.0,Right Foot,,Levi Colwill,Pass (Live),Joël Veltman,Pass (Live)
2,12,Moisés Caicedo,Brighton,0.03,0.02,Saved,29.0,Right Foot,,Alexis Mac Allister,Pass (Live),Julio Enciso,Pass (Live)
3,17,Carlos Alcaraz,Southampton,0.22,,Off Target,15.0,Right Foot,,Theo Walcott,Pass (Live),Carlos Alcaraz,Pass (Live)
4,21,Kaoru Mitoma,Brighton,0.6,,Woodwork,13.0,Right Foot,,,,,
5,23,Julio Enciso,Brighton,0.07,,Blocked,23.0,Left Foot,,Kaoru Mitoma,Pass (Live),Alexis Mac Allister,Pass (Live)
6,26,Evan Ferguson,Brighton,0.12,,Off Target,8.0,Left Foot,Volley,Levi Colwill,Pass (Live),Pervis Estupiñán,Pass (Live)
7,27,Pascal Groß,Brighton,0.08,0.57,Saved,16.0,Right Foot,,Julio Enciso,Pass (Live),Alexis Mac Allister,Pass (Live)
8,29,Evan Ferguson,Brighton,0.05,0.03,Goal,16.0,Right Foot,,Alexis Mac Allister,Pass (Live),Moisés Caicedo,Pass (Live)
9,32,Theo Walcott,Southampton,0.12,,Off Target,14.0,Right Foot,,Theo Walcott,Pass (Live),,
10,35,Evan Ferguson,Brighton,0.08,,Blocked,15.0,Right Foot,,Alexis Mac Allister,Pass (Live),Pervis Estupiñán,Pass (Live)
11,40,Evan Ferguson,Brighton,0.39,0.83,Goal,13.0,Right Foot,,Kaoru Mitoma,Pass (Live),,
12,45+4,Kaoru Mitoma,Brighton,0.05,,Off Target,16.0,Right Foot,,Pervis Estupiñán,Pass (Live),Pascal Groß,Pass (Live)
13,,,,,,,,,,,,,
14,49,Facundo Buonanotte,Brighton,0.04,,Blocked,21.0,Left Foot,,Joël Veltman,Pass (Live),Lewis Dunk,Pass (Live)
15,57,Pascal Groß,Brighton,0.08,,Blocked,22.0,Right Foot,,Alexis Mac Allister,Pass (Live),Alexis Mac Allister,Take-On
16,57,Pascal Groß,Brighton,0.06,0.07,Saved,17.0,Left Foot,Deflected,Alexis Mac Allister,Pass (Live),Pascal Groß,Pass (Live)
17,58,Mohamed Elyounoussi,Southampton,0.13,0.55,Goal,4.0,Head,,James Ward-Prowse,Pass (Dead),Joe Aribo,Pass (Live)
18,60,Mohamed Elyounoussi,Southampton,0.1,,Off Target,9.0,Head,,James Ward-Prowse,Pass (Dead),,
19,62,Evan Ferguson,Brighton,0.07,,Blocked,17.0,Right Foot,,Kaoru Mitoma,Pass (Live),Alexis Mac Allister,Pass (Live)
20,68,Joël Veltman,Brighton,0.08,0.13,Saved,11.0,Head,,Pascal Groß,Pass (Dead),Kaoru Mitoma,Fouled
21,69,Pascal Groß,Brighton,0.05,0.31,Goal,17.0,Left Foot,,Joël Veltman,Shot,,
22,72,James Ward-Prowse,Southampton,0.04,,Blocked,28.0,Right Foot,Free kick,Kyle Walker-Peters,Fouled,Alex McCarthy,Pass (Live)
23,76,Pervis Estupiñán,Brighton,0.05,,Off Target,18.0,Left Foot,,Kaoru Mitoma,Pass (Live),Levi Colwill,Pass (Live)
24,79,Levi Colwill,Brighton,0.05,,Off Target,12.0,Head,,Pervis Estupiñán,Pass (Dead),,
25,82,Facundo Buonanotte,Brighton,0.04,,Off Target,27.0,Left Foot,,Moisés Caicedo,Pass (Live),,
26,85,Alexis Mac Allister,Brighton,0.06,,Off Target,20.0,Right Foot,Volley,Danny Welbeck,Pass (Live),Facundo Buonanotte,Pass (Live)
27,86,Deniz Undav,Brighton,0.04,,Off Target,27.0,Right Foot,,,,,
28,87,Danny Welbeck,Brighton,0.04,,Off Target,12.0,Left Foot,,Pervis Estupiñán,Pass (Live),Levi Colwill,Pass (Live)
29,90+2,Facundo Buonanotte,Brighton,0.06,0.08,Saved,17.0,Left Foot,,Pascal Groß,Pass (Live),Danny Welbeck,Pass (Live)
30,90+5,Pervis Estupiñán,Brighton,0.05,,Blocked,15.0,Left Foot,,Danny Welbeck,Pass (Live),Facundo Buonanotte,Pass (Live)
31,90+5,Danny Welbeck,Brighton,0.08,,Off Target,16.0,Right Foot,,Alexis Mac Allister,Pass (Live),Danny Welbeck,Pass (Live)
