,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,6,Bruno Fernandes,Manchester Utd,0.02,0.1,Goal,29.0,Right Foot,,Alex Telles,Pass (Dead),Alex Telles,Fouled
1,12,Anthony Elanga,Manchester Utd,0.09,,Off Target,5.0,Head,,Fred,Pass (Live),Mason Greenwood,Pass (Live)
2,18,Mason Greenwood,Manchester Utd,0.07,0.51,Saved,9.0,Right Foot,Volley,,,,
3,28,Alex Telles,Manchester Utd,0.04,0.05,Saved,26.0,Left Foot,Free kick,Diogo Dalot,Fouled,Mason Greenwood,Pass (Live)
4,28,Mason Greenwood,Manchester Utd,0.02,,Off Target,25.0,Right Foot,,Alex Telles,Shot,,
5,32,Ollie Watkins,Aston Villa,0.05,0.03,Saved,14.0,Right Foot,,Emi Buendía,Pass (Live),,
6,33,Mason Greenwood,Manchester Utd,0.1,0.05,Saved,14.0,Left Foot,,Bruno Fernandes,Pass (Live),Nemanja Matić,Interception
7,35,Ollie Watkins,Aston Villa,0.15,,Off Target,7.0,Head,,Douglas Luiz,Pass (Dead),,
8,36,Emi Buendía,Aston Villa,0.1,0.05,Saved,6.0,Head,,Lucas Digne,Pass (Dead),Ollie Watkins,Shot
9,43,Lucas Digne,Aston Villa,0.03,0.07,Saved,14.0,Left Foot,Volley,Matty Cash,Pass (Live),Douglas Luiz,Pass (Live)
10,45+4,Anthony Elanga,Manchester Utd,0.04,,Blocked,22.0,Right Foot,,Diogo Dalot,Pass (Live),Fred,Pass (Live)
11,,,,,,,,,,,,,
12,47,Anthony Elanga,Manchester Utd,0.07,0.11,Saved,15.0,Left Foot,,,,,
13,49,Jacob Ramsey,Aston Villa,0.08,0.29,Saved,14.0,Right Foot,,Emi Buendía,Pass (Live),Jacob Ramsey,Pass (Live)
14,55,Emi Buendía,Aston Villa,0.1,0.06,Saved,20.0,Left Foot,,Lucas Digne,Pass (Live),Lucas Digne,Take-On
15,57,Lucas Digne,Aston Villa,0.05,,Off Target,14.0,Left Foot,,Emi Buendía,Pass (Live),Douglas Luiz,Pass (Live)
16,59,Mason Greenwood,Manchester Utd,0.02,,Blocked,26.0,Left Foot,,Diogo Dalot,Pass (Live),Fred,Pass (Live)
17,60,Anthony Elanga,Manchester Utd,0.14,,Off Target,16.0,Left Foot,,,,,
18,61,Mason Greenwood,Manchester Utd,0.03,,Off Target,13.0,Right Foot,,Fred,Pass (Live),Diogo Dalot,Pass (Live)
19,67,Bruno Fernandes,Manchester Utd,0.19,0.68,Goal,16.0,Right Foot,,Fred,Pass (Live),,
20,73,Ollie Watkins,Aston Villa,0.09,,Off Target,8.0,Head,,Tyrone Mings,Pass (Live),,
21,76,Ollie Watkins,Aston Villa,0.04,,Off Target,14.0,Head,,Matty Cash,Pass (Live),Jacob Ramsey,Pass (Live)
22,77,Jacob Ramsey,Aston Villa,0.46,0.73,Goal,12.0,Left Foot,,Carney Chukwuemeka,Pass (Live),Philippe Coutinho,Pass (Live)
23,82,Philippe Coutinho,Aston Villa,0.69,0.82,Goal,5.0,Right Foot,,Jacob Ramsey,Pass (Live),Emi Buendía,Pass (Live)
24,87,Philippe Coutinho,Aston Villa,0.07,0.06,Saved,23.0,Right Foot,,Emi Buendía,Pass (Live),Lucas Digne,Pass (Live)
25,90+4,Kortney Hause,Aston Villa,0.01,0.07,Saved,15.0,Head,,Douglas Luiz,Pass (Dead),Emi Buendía,Fouled
26,90+6,Donny van de Beek,Manchester Utd,0.14,,Blocked,13.0,Left Foot,,Donny van de Beek,Take-On,Jadon Sancho,Pass (Live)
