,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,2,Rodrigo,Leeds United,0.03,0.08,Saved,27.0,Left Foot,,Adam Forshaw,Pass (Live),,
1,3,Harvey Barnes,Leicester City,0.03,0.26,Saved,19.0,Right Foot,,Boubakary Soumaré,Tackle,,
2,5,Jack Harrison,Leeds United,0.03,0.19,Saved,19.0,Right Foot,Deflected,Diego Llorente,Pass (Live),Liam Cooper,Pass (Live)
3,5,Kalvin Phillips,Leeds United,0.12,0.11,Saved,6.0,Head,,Raphinha,Pass (Dead),Jack Harrison,Shot
4,21,Rodrigo,Leeds United,0.01,,Blocked,28.0,Left Foot,Volley,Daniel James,Pass (Live),Diego Llorente,Pass (Live)
5,23,Daniel James,Leeds United,0.02,,Off Target,20.0,Right Foot,Volley,Kalvin Phillips,Pass (Live),Adam Forshaw,Pass (Live)
6,23,Rodrigo,Leeds United,0.05,,Blocked,12.0,Left Foot,,Raphinha,Pass (Live),Rodrigo,Pass (Live)
7,26,Raphinha,Leeds United,0.04,0.42,Goal,30.0,Left Foot,Free kick,Raphinha,Fouled,Stuart Dallas,Pass (Live)
8,28,Harvey Barnes,Leicester City,0.04,0.81,Goal,17.0,Right Foot,,Boubakary Soumaré,Pass (Live),Jonny Evans,Pass (Live)
9,45,Youri Tielemans,Leicester City,0.25,,Off Target,14.0,Right Foot,,Ademola Lookman,Pass (Live),Youri Tielemans,Pass (Live)
10,,,,,,,,,,,,,
11,47,Youri Tielemans,Leicester City,0.01,,Off Target,18.0,Right Foot,,,,,
12,49,Kalvin Phillips,Leeds United,0.13,,Off Target,6.0,Head,,Raphinha,Pass (Dead),Stuart Dallas,Pass (Live)
13,49,Jack Harrison,Leeds United,0.51,,Off Target,2.0,Right Foot,,Kalvin Phillips,Shot,,
14,50,Daniel James,Leeds United,0.04,,Off Target,14.0,Left Foot,,Daniel James,Pass (Live),Raphinha,Pass (Live)
15,53,Rodrigo,Leeds United,0.02,0.06,Saved,27.0,Left Foot,,Jack Harrison,Pass (Live),Rodrigo,Pass (Live)
16,56,Daniel James,Leeds United,0.02,,Off Target,20.0,Right Foot,,Raphinha,Pass (Live),Stuart Dallas,Pass (Live)
17,57,Daniel James,Leeds United,0.05,,Blocked,25.0,Left Foot,,Raphinha,Pass (Live),,
18,57,Rodrigo,Leeds United,0.14,,Off Target,9.0,Left Foot,Volley,Stuart Dallas,Pass (Live),Raphinha,Pass (Live)
19,61,Boubakary Soumaré,Leicester City,0.04,,Off Target,26.0,Right Foot,,Youri Tielemans,Pass (Live),Timothy Castagne,Pass (Live)
20,67,Jamie Vardy,Leicester City,0.06,,Off Target,7.0,Head,,Youri Tielemans,Pass (Dead),,
21,74,Daniel James,Leeds United,0.04,,Off Target,21.0,Left Foot,,Rodrigo,Pass (Live),Rodrigo,Take-On
22,75,Youri Tielemans,Leicester City,0.13,0.3,Saved,14.0,Right Foot,,,,,
23,78,Daniel James,Leeds United,0.08,,Off Target,17.0,Left Foot,,Raphinha,Pass (Live),Rodrigo,Interception
24,80,Çağlar Söyüncü,Leicester City,0.08,,Off Target,12.0,Left Foot,,James Maddison,Pass (Live),Daniel Amartey,Pass (Live)
25,88,Wilfred Ndidi,Leicester City,0.08,,Off Target,20.0,Left Foot,,Kiernan Dewsbury-Hall,Pass (Live),James Maddison,Pass (Live)
26,90+1,Raphinha,Leeds United,0.02,,Blocked,21.0,Left Foot,,Stuart Dallas,Pass (Dead),Daniel James,Pass (Live)
27,90+1,Raphinha,Leeds United,0.02,,Off Target,14.0,Left Foot,,Raphinha,Shot,,
