,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,6,Nicolas Pépé,Arsenal,0.17,,Off Target,5.0,Head,,Martin Ødegaard,Pass (Live),Thomas Partey,Pass (Live)
1,10,Ashley Barnes,Burnley,0.02,,Off Target,17.0,Right Foot,Volley,Nick Pope,Pass (Dead),Josh Brownhill,Fouled
2,13,James Tarkowski,Burnley,0.09,,Off Target,7.0,Head,,Dwight McNeil,Pass (Live),Ashley Westwood,Pass (Dead)
3,14,Ashley Barnes,Burnley,0.11,,Off Target,12.0,Head,,Ashley Westwood,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live)
4,20,Thomas Partey,Arsenal,0.02,,Blocked,32.0,Right Foot,,Thomas Partey,Take-On,Pierre-Emerick Aubameyang,Pass (Live)
5,20,Martin Ødegaard,Arsenal,0.03,,Blocked,30.0,Left Foot,,Thomas Partey,Shot,,
6,30,Martin Ødegaard,Arsenal,0.13,0.26,Goal,27.0,Left Foot,Free kick,Bukayo Saka,Fouled,Martin Ødegaard,Pass (Live)
7,33,Jóhann Berg Guðmundsson,Burnley,0.02,,Off Target,15.0,Left Foot,Volley,Ashley Barnes,Fouled,Ashley Westwood,Pass (Live)
8,33,Ben Mee,Burnley,0.02,,Off Target,12.0,Head,,Dwight McNeil,Pass (Live),Jóhann Berg Guðmundsson,Shot
9,39,Jóhann Berg Guðmundsson,Burnley,0.04,0.02,Saved,20.0,Left Foot,Volley,Josh Brownhill,Pass (Live),James Tarkowski,Pass (Live)
10,45,Emile Smith Rowe,Arsenal,0.09,,Off Target,13.0,Right Foot,,Nicolas Pépé,Pass (Live),Martin Ødegaard,Pass (Live)
11,45+3,Pierre-Emerick Aubameyang,Arsenal,0.02,,Blocked,23.0,Right Foot,,Martin Ødegaard,Pass (Live),Nicolas Pépé,Pass (Live)
12,,,,,,,,,,,,,
13,50,Jóhann Berg Guðmundsson,Burnley,0.01,,Blocked,21.0,Left Foot,,Ben Mee,Pass (Live),Dwight McNeil,Pass (Live)
14,50,Ashley Westwood,Burnley,0.04,0.05,Saved,12.0,Right Foot,Volley,James Tarkowski,Pass (Live),Jóhann Berg Guðmundsson,Shot
15,52,Ashley Westwood,Burnley,0.01,,Blocked,32.0,Right Foot,Volley,Charlie Taylor,Pass (Live),Josh Brownhill,Pass (Live)
16,52,Ben Mee,Burnley,0.2,,Off Target,4.0,Head,,Ashley Westwood,Shot,,
17,53,Emile Smith Rowe,Arsenal,0.37,0.15,Saved,11.0,Left Foot,,Pierre-Emerick Aubameyang,Pass (Live),Bukayo Saka,Pass (Live)
18,59,Maxwel Cornet,Burnley,0.15,0.1,Saved,14.0,Right Foot,,Josh Brownhill,Pass (Live),Matěj Vydra,Pass (Live)
19,62,Josh Brownhill,Burnley,0.04,,Blocked,24.0,Right Foot,,Maxwel Cornet,Pass (Live),Charlie Taylor,Pass (Live)
20,65,Pierre-Emerick Aubameyang,Arsenal,0.03,,Blocked,31.0,Right Foot,,Thomas Partey,Pass (Live),Albert Sambi Lokonga,Pass (Live)
21,66,Nicolas Pépé,Arsenal,0.1,0.23,Saved,7.0,Right Foot,,Pierre-Emerick Aubameyang,Pass (Live),Martin Ødegaard,Pass (Live)
22,67,Thomas Partey,Arsenal,0.02,,Blocked,30.0,Right Foot,,Albert Sambi Lokonga,Pass (Live),Martin Ødegaard,Pass (Live)
23,71,Bukayo Saka,Arsenal,0.03,,Blocked,16.0,Left Foot,,Martin Ødegaard,Pass (Live),Pierre-Emerick Aubameyang,Pass (Live)
24,72,Thomas Partey,Arsenal,0.04,,Off Target,11.0,Head,,Nicolas Pépé,Pass (Dead),Bukayo Saka,Shot
25,74,Ashley Westwood,Burnley,0.05,,Blocked,19.0,Right Foot,,Dwight McNeil,Pass (Live),James Tarkowski,Pass (Live)
26,76,Chris Wood,Burnley,0.07,,Off Target,11.0,Head,,Matthew Lowton,Pass (Live),Dwight McNeil,Pass (Live)
27,78,Dwight McNeil,Burnley,0.03,,Off Target,15.0,Left Foot,,Josh Brownhill,Pass (Live),Josh Brownhill,Pass (Live)
28,86,Dwight McNeil,Burnley,0.04,,Blocked,21.0,Left Foot,,Matthew Lowton,Pass (Live),,
29,90+2,Matěj Vydra,Burnley,0.03,,Off Target,10.0,Head,,Charlie Taylor,Pass (Live),Dwight McNeil,Pass (Live)
30,90+3,Nuno Tavares,Arsenal,0.02,,Off Target,33.0,Right Foot,,,,,
31,90+4,Jay Rodriguez,Burnley,0.05,,Off Target,12.0,Head,,Maxwel Cornet,Pass (Live),Josh Brownhill,Pass (Live)
