,minute,player,squad,xg,psxg,outcome,distance,body part,notes,sca_1_player,sca_1_event,sca_2_player,sca_2_event
0,2,Phil Foden,Manchester City,0.05,,Blocked,22.0,Left Foot,,Kevin De Bruyne,Pass (Live),,
1,3,Jack Grealish,Manchester City,0.03,0.14,Saved,28.0,Right Foot,,Jack Grealish,Take-On,Bernardo Silva,Pass (Live)
2,5,Adam Forshaw,Leeds United,0.04,0.03,Saved,40.0,Right Foot,Free kick,Tyler Roberts,Fouled,Junior Firpo,Pass (Dead)
3,7,Bernardo Silva,Manchester City,0.31,,Off Target,12.0,Right Foot,,Kevin De Bruyne,Pass (Live),Phil Foden,Pass (Live)
4,8,Phil Foden,Manchester City,0.13,0.17,Goal,22.0,Left Foot,Deflected,,,,
5,12,Kevin De Bruyne,Manchester City,0.06,,Blocked,23.0,Right Foot,,Rodri,Pass (Live),,
6,13,Jack Grealish,Manchester City,0.22,0.07,Goal,9.0,Head,,Riyad Mahrez,Pass (Live),Bernardo Silva,Pass (Live)
7,15,Aymeric Laporte,Manchester City,0.03,,Off Target,17.0,Right Foot,Volley,Phil Foden,Pass (Live),Jack Grealish,Fouled
8,18,Jack Grealish,Manchester City,0.08,,Blocked,17.0,Right Foot,,Rodri,Pass (Live),Phil Foden,Pass (Live)
9,19,Kevin De Bruyne,Manchester City,0.12,,Off Target,5.0,Left Foot,,Riyad Mahrez,Pass (Live),Phil Foden,Pass (Live)
10,28,Kevin De Bruyne,Manchester City,0.05,0.09,Saved,25.0,Right Foot,,Phil Foden,Pass (Live),Bernardo Silva,Pass (Live)
11,32,Kevin De Bruyne,Manchester City,0.22,0.13,Goal,11.0,Left Foot,,Rodri,Pass (Live),Phil Foden,Pass (Live)
12,41,Phil Foden,Manchester City,0.03,,Off Target,19.0,Left Foot,,Kevin De Bruyne,Pass (Live),Kevin De Bruyne,Take-On
13,43,Phil Foden,Manchester City,0.1,,Blocked,15.0,Left Foot,,Kevin De Bruyne,Pass (Live),Kevin De Bruyne,Take-On
14,45+1,Kevin De Bruyne,Manchester City,0.05,,Off Target,20.0,Left Foot,,Phil Foden,Pass (Live),Bernardo Silva,Pass (Live)
15,,,,,,,,,,,,,
16,49,Riyad Mahrez,Manchester City,0.08,0.57,Goal,16.0,Left Foot,Deflected,İlkay Gündoğan,Pass (Live),Jack Grealish,Pass (Live)
17,50,Riyad Mahrez,Manchester City,0.06,,Blocked,18.0,Left Foot,,,,,
18,50,Kevin De Bruyne,Manchester City,0.03,,Blocked,16.0,Right Foot,,Rodri,Pass (Live),Riyad Mahrez,Shot
19,52,Riyad Mahrez,Manchester City,0.06,0.21,Saved,23.0,Left Foot,Free kick,Jack Grealish,Fouled,Jack Grealish,Pass (Live)
20,53,İlkay Gündoğan,Manchester City,0.45,,Off Target,5.0,Right Foot,Volley,Riyad Mahrez,Pass (Live),Oleksandr Zinchenko,Pass (Live)
21,55,Stuart Dallas,Leeds United,0.06,,Woodwork,21.0,Left Foot,,Junior Firpo,Pass (Live),Tyler Roberts,Pass (Live)
22,59,Jack Harrison,Leeds United,0.13,,Blocked,15.0,Right Foot,,Junior Firpo,Pass (Live),Mateusz Klich,Pass (Live)
23,62,Kevin De Bruyne,Manchester City,0.07,0.14,Goal,27.0,Right Foot,,İlkay Gündoğan,Pass (Live),Jack Grealish,Pass (Live)
24,63,Tyler Roberts,Leeds United,0.05,0.03,Saved,23.0,Right Foot,,Luke Ayling,Pass (Live),Adam Forshaw,Pass (Live)
25,70,Riyad Mahrez,Manchester City,0.08,0.17,Saved,11.0,Right Foot,,Phil Foden,Pass (Live),Kevin De Bruyne,Pass (Live)
26,74,Aymeric Laporte,Manchester City,0.1,0.07,Saved,11.0,Head,,Fernandinho,Pass (Live),İlkay Gündoğan,Pass (Live)
27,74,John Stones,Manchester City,0.26,0.12,Saved,5.0,Right Foot,,Aymeric Laporte,Shot,,
28,74,John Stones,Manchester City,0.11,0.2,Goal,9.0,Left Foot,,John Stones,Shot,,
29,78,Nathan Aké,Manchester City,0.08,0.15,Goal,9.0,Head,,Phil Foden,Pass (Dead),,
30,82,Phil Foden,Manchester City,0.05,,Blocked,25.0,Right Foot,,Kevin De Bruyne,Pass (Live),Jack Grealish,Pass (Live)
31,84,Phil Foden,Manchester City,0.03,,Off Target,27.0,Left Foot,,Fernandinho,Pass (Live),John Stones,Pass (Live)
32,86,Jack Harrison,Leeds United,0.02,0.09,Saved,21.0,Left Foot,,Cody Drameh,Pass (Live),Tyler Roberts,Pass (Live)
33,88,Kevin De Bruyne,Manchester City,0.04,0.11,Saved,31.0,Right Foot,Free kick,Fernandinho,Fouled,Oleksandr Zinchenko,Pass (Live)
34,89,Mateusz Klich,Leeds United,0.03,,Off Target,31.0,Right Foot,,Jack Harrison,Pass (Live),Illan Meslier,Pass (Live)
35,90,İlkay Gündoğan,Manchester City,0.04,0.03,Saved,14.0,Left Foot,,Aymeric Laporte,Pass (Live),Jack Grealish,Pass (Live)
36,90+1,Riyad Mahrez,Manchester City,0.11,,Off Target,21.0,Left Foot,,,,,
37,90+3,Kevin De Bruyne,Manchester City,0.07,,Off Target,24.0,Right Foot,,Riyad Mahrez,Pass (Live),Kevin De Bruyne,Pass (Live)
